old_private	new_private	destination_module
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.twoSourceLift	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.twoSourceLift	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.twoSourceLift_injective	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.twoSourceLift_injective	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.twoTailMinor	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.twoTailMinor	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.twoTopRight	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.twoTopRight	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.two_schur_selected_eq	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.two_schur_selected_eq	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.two_selected_block_eq	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.two_selected_block_eq	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.two_selected_det_step	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.two_selected_det_step	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.two_source_full_det_step	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.two_source_full_det_step	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard.0.NumStability.two_source_selected_det_step	_private.NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard.0.NumStability.two_source_selected_det_step	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
_private.NumStability.Source.Higham.Chapter11.Higham11SkewSourceCorrection.0.NumStability.higham11_9_twoColumnCounterexample_score_eq_two	_private.NumStability.Source.Higham.Chapter11.Skew.SourceCorrection.0.NumStability.higham11_9_twoColumnCounterexample_score_eq_two	NumStability.Source.Higham.Chapter11.Skew.SourceCorrection
_private.NumStability.Source.Higham.Chapter11.Higham11SkewSourceCorrection.0.NumStability.higham11_9_twoColumnCounterexample_score_le_two	_private.NumStability.Source.Higham.Chapter11.Skew.SourceCorrection.0.NumStability.higham11_9_twoColumnCounterexample_score_le_two	NumStability.Source.Higham.Chapter11.Skew.SourceCorrection
_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_6_adjacent_chain_shift	_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_6_adjacent_chain_shift	NumStability.Source.Higham.Chapter09.Problems
_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_8_strictMono_fin_self_eq_id	_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_8_strictMono_fin_self_eq_id	NumStability.Source.Higham.Chapter09.Problems
_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_8_succAbove_checkerboard_sign_products	_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_8_succAbove_checkerboard_sign_products	NumStability.Source.Higham.Chapter09.Problems
_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_finMaskedPrefixSum_eq_finSum	_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham9_finMaskedPrefixSum_eq_finSum	NumStability.Source.Higham.Chapter09.Problems
_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham_problem9_3_quadraticForm_embedded_leading_kernel_eq_zero	_private.NumStability.Source.Higham.Chapter09.Problems.0.NumStability.higham_problem9_3_quadraticForm_embedded_leading_kernel_eq_zero	NumStability.Source.Higham.Chapter09.Problems
