baseline_owner_module	baseline_declaration_name	visibility	kind	projection_order	source_ordinal	destination_module	route_class	normalization_decision
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.abs_ginibreHypergeometricTerm_succ_le_half	public	theorem	2	3	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	relocate_split	-
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.abs_realGinibre_hypergeometric_sub_one_le	public	theorem	3	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	relocate_split	-
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.instMeasurableSpaceRSqMat_2	public	definition	4	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_split	-
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.integrable_realEigenvalueCount_of_aestronglyMeasurable	public	theorem	5	1	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_split	-
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.realGinibreExpectedCountClosedForm_limit	public	theorem	6	7	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	relocate_split	-
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.realGinibreExpectedCountLimit_of_finiteExpectationFormula	public	theorem	7	9	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	relocate_split	-
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.realGinibre_hypergeometric_tendsto_one	public	theorem	8	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	relocate_split	-
NumStability.Algorithms.TestMatrices.Higham28Ginibre	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	private	theorem	9	2	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	relocate_split	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics.0.NumStability.ginibre_abs_sub_half_le_add
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.measurable_ginibreAbsDetTwoEntryVector	public	theorem	0	8	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.measurePreserving_ginibreAbsDetTwoEntryVector	public	theorem	1	9	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.realGinibreAbsoluteCharacteristicMoment_two_eq_normalFormIntegral	public	theorem	2	10	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceMeasurableSpace	private	definition	3	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibreAbsoluteDetRecurrenceMeasurableSpace
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceSigmaFinite	private	theorem	4	1	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibreAbsoluteDetRecurrenceSigmaFinite
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_one	private	theorem	5	2	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_one
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_six	private	theorem	6	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_six
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_three	private	theorem	7	4	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_three
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_twelve	private	theorem	8	7	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_twelve
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_two	private	theorem	9	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_two
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_zero	private	theorem	10	3	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact.0.NumStability.ginibre_natRawCast_zero
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_ginibreComplexShiftedDeterminantPermutationTerm_mul	public	theorem	0	20	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_ginibreComplexShiftedPermutationPairMonomial	public	theorem	1	18	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_ginibreDeterminantPermutationTerm_mul	public	theorem	2	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_ginibrePermutationPairMonomial	public	theorem	3	3	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_ginibreShiftedDeterminantPermutationTerm_mul	public	theorem	4	10	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_ginibreShiftedPermutationPairMonomial	public	theorem	5	8	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_realGinibre_characteristicProduct	public	theorem	6	14	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integrable_realGinibre_det_sub_smul_one_mul_det_sub_smul_one	public	theorem	7	15	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_ginibreComplexShiftedDeterminantPermutationTerm_mul	public	theorem	8	21	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_ginibreComplexShiftedPermutationPairMonomial	public	theorem	9	19	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_ginibreDeterminantPermutationTerm_mul	public	theorem	10	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_ginibrePermutationPairMonomial	public	theorem	11	4	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_ginibreShiftedDeterminantPermutationTerm_mul	public	theorem	12	11	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_ginibreShiftedPermutationPairMonomial	public	theorem	13	9	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_characteristicProduct	public	theorem	14	13	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_characteristicProduct_complex	public	theorem	15	23	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_characteristicProduct_complex_eq_sum_fixedPoints	public	theorem	16	22	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_characteristicProduct_conj	public	theorem	17	24	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_characteristicProduct_eq_sum_fixedPoints	public	theorem	18	12	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_coordinateProduct	public	theorem	19	2	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_coordinateProduct_complex	public	theorem	20	17	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_det_sq	public	theorem	21	7	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.integral_realGinibre_det_sub_smul_one_mul_det_sub_smul_one	public	theorem	22	16	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductMeasurableSpace	private	definition	23	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments.0.NumStability.ginibreCharacteristicProductMeasurableSpace
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductSigmaFiniteRow	private	theorem	24	1	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments.0.NumStability.ginibreCharacteristicProductSigmaFiniteRow
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.complexUpperEigenvalueCount_eq	public	theorem	0	4	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.complexUpperEigenvalueCount_le	public	theorem	1	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.ginibreComplexPairsMeasurableSpace	public	definition	2	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.integrable_complexUpperEigenvalueCount	public	theorem	3	8	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.measurable_complexUpperEigenvalueCount	public	theorem	4	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.measurable_complexUpperEigenvalueCount_real	public	theorem	5	7	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.realEigenvalueCount_add_two_mul_complexUpperEigenvalueCount	public	theorem	6	3	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_filter_im_neg_eq_pos_of_map_conj	private	theorem	7	2	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts.0.NumStability.card_filter_im_neg_eq_pos_of_map_conj
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_partition_by_im	private	theorem	8	1	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts.0.NumStability.card_partition_by_im
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	NumStability.gaussianZeroPow_mul_integral_ginibreProjectiveWeight	public	theorem	0	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	NumStability.lintegral_ginibreIncidence_gaussian_eq_rootCount	public	theorem	0	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.ginibreDeterminantMomentMeasurableSpace	public	definition	0	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.ginibreDeterminantMomentSigmaFinite	public	theorem	1	1	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.realGinibreAbsoluteCharacteristicMoment	public	definition	2	2	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.realGinibreAbsoluteCharacteristicMoment_one	public	theorem	3	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.realGinibreAbsoluteCharacteristicMoment_zero	public	theorem	4	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.realGinibreMeasure_one_map_entry	public	theorem	5	3	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability.realGinibreMeasure_one_prod_map_entry	public	theorem	6	4	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.expectedRealEigenvalueCount_eq_closedForm_two	public	theorem	0	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.expectedRealEigenvalueCount_two	public	theorem	1	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.instMeasurableSpaceRSqMat_5	public	definition	2	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.measurableSet_realGinibreTwoNonnegativeDiscriminantSet	public	theorem	3	3	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.measurable_ginibreTwoEntryVector	public	theorem	4	1	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.realGinibreMeasure_two_discriminant_nonnegative_real	public	theorem	5	4	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.realGinibreMeasure_two_map_ginibreTwoEntryVector	public	theorem	6	2	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	NumStability.ginibreCorollary31Factor_mul_increment_eq_closedForm_shift	public	theorem	0	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gfMeasurableSpaceRSqMat	public	definition	0	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_expectedRealEigenvalueCount_eq_closedForm	public	theorem	1	16	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integrable_detSq_matrix	public	theorem	2	4	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integrable_det_shift_matrix	public	theorem	3	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integrable_oneRootIntegrand	public	theorem	4	7	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integrable_sliceIntegrand	public	theorem	5	9	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integrable_wgt_detSq	public	theorem	6	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integral_detShift_prod_eq_kernel	public	theorem	7	10	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integral_detSq_eq	public	theorem	8	3	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_integral_slice_eq_kernelMoment	public	theorem	9	12	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_kernelTransfer	public	theorem	10	14	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_measurable_det_shift	public	theorem	11	1	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_measurable_det_shift_matrix	public	theorem	12	2	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_oneRootMoment_eq_factor_mul_integral_slice	public	theorem	13	8	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_oneRootMoment_eq_factor_mul_kernelMoment	public	theorem	14	13	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_realGinibreExpectedCountLimit	public	theorem	15	17	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_realGinibreExpectedProportionLimit	public	theorem	16	18	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_realGinibreFiniteExpectationFormula	public	theorem	17	15	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.ch28gf_slice_eq	public	theorem	18	11	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ExpectedCountFormula	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.ginibreIncidenceLebesgueMeasure_isAddHaarMeasure	public	theorem	0	4	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.ginibreIncidenceLebesgueMeasure_map	public	theorem	1	5	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.lintegral_ginibreCoordinate_rootCount_density_eq_expected	public	theorem	2	6	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.lintegral_ginibreIncidence_gaussian_eq_expected	public	theorem	3	7	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	relocate_whole	-
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeMeasurableSpaceRSqMat	private	definition	4	0	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	relocate_whole	rename:_private.NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer.0.NumStability.ginibreGaussianBridgeMeasurableSpaceRSqMat
