baseline_owner_module	baseline_declaration_name	visibility	kind	projection_order	source_ordinal	destination_module	route_class	normalization_decision
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements_card_le_of_crossing_bound	private	theorem	9	4	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijkerActiveIncrements_card_le_of_crossing_bound
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerLevelInterval	private	definition	10	0	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijkerLevelInterval
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionEndpointValues	private	definition	11	2	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijkerPartitionEndpointValues
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity	private	definition	12	5	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijkerPartitionLevelMultiplicity
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_eq_card	private	theorem	13	6	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijkerPartitionLevelMultiplicity_eq_card
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_le	private	theorem	14	7	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijkerPartitionLevelMultiplicity_le
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartition_edist_sum_le	private	theorem	15	10	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijkerPartition_edist_sum_le
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijker_eVariationOn_le	private	theorem	16	11	NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation.0.NumStability.spijker_eVariationOn_le
NumStability.Analysis.NumericalRadius	_private.NumStability.Analysis.NumericalRadius.0.NumStability.term𝔼	private	definition	0	0	NumStability.Analysis.LinearOperators.NumericalRadius.Core.Internal.EuclideanSpaceNotation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.NumericalRadius.Core.Internal.EuclideanSpaceNotation.0.NumStability.term𝔼
NumStability.Analysis.PseudospectralResolvent	_private.NumStability.Analysis.PseudospectralResolvent.0.NumStability.«term↑ₐ»	private	definition	0	0	NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	relocate_whole	rename:_private.NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation.0.NumStability.«term↑ₐ»
