owner_module	path	base_blob_oid	baseline_declaration_name	ilean_path	ilean_sha256	ilean_root	source_ordinal	start_line_0	start_column_0	end_line_0	end_column_0	selection_start_line_0	selection_start_column_0	selection_end_line_0	selection_end_column_0	command_sha256
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionEndpointValues	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionEndpointValues	2	200	0	202	49	200	12	200	42	A8323E0EF29803983E7C4772BFD1AF92EF973FCC2E5D3334B483AB596D7D8924
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements	3	204	0	208	75	204	12	204	35	396853038EC5D1307B2B1E4CDFB5E5D31FFB45A0DCA545C58D879AF785013568
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements_card_le_of_crossing_bound	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerActiveIncrements_card_le_of_crossing_bound	4	210	0	297	36	210	14	210	63	2AE4B20DB7679D3205172E6BD91FC68EFECBFE9E12E9B56367990FBE02AAECCC
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity	5	299	0	302	69	299	12	299	45	4B12A9C96980CD40C2AC6E64F54674F80815CB683295533D84110DFA5AEB780E
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_eq_card	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_eq_card	6	304	0	312	77	304	14	304	55	19B24BD3EF3F0B92D79C7D1BEC1A037B1984BCBDEB5217FDD76633249EAB174D
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_le	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartitionLevelMultiplicity_le	7	314	0	349	37	314	14	314	50	80F5D949E78FD01DA2764BBC0EE44C67A143E75E26A024A82D0FEFE80CC70604
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.measurable_spijkerPartitionLevelMultiplicity	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.measurable_spijkerPartitionLevelMultiplicity	8	351	0	358	53	351	14	351	58	2A7E13B2271A913ABDE5BB82050A5AF5520C6C6C4A80804944191D7533412350
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.lintegral_spijkerPartitionLevelMultiplicity	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.lintegral_spijkerPartitionLevelMultiplicity	9	360	0	382	55	360	14	360	57	3C0C6ED5A4109E37C8733AAC803B0B7D79AF864E82ACE5183282A0AADCBC9E86
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartition_edist_sum_le	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerPartition_edist_sum_le	10	384	0	414	10	384	14	384	43	24460E7EC08DCFFACCC33E45B90C892F52B017671E19B29B68ECE7A17487CDE8
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijker_eVariationOn_le	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijker_eVariationOn_le	11	416	0	430	72	416	14	416	37	344CE8040C007A78A7767D1D7A53365198C39034BA3A88E34DB8D59C47F2FEDE
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.integral_abs_deriv_le_eVariationOn	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.integral_abs_deriv_le_eVariationOn	12	432	0	556	10	432	14	432	48	1AC9521F827ECB8F86B8BC33ACCD16E0D39993F7282C04675B5D12742E1C0553
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	NumStability.spijker_crossing_variation	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	NumStability.spijker_crossing_variation	13	558	0	584	10	558	8	558	34	8F2F4346115038AD9C06B607A8410E08D553BEDDE4EA77E94F1229A3CF0B00B6
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	NumStability.spijkerPlanarAnalyticBridge	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	NumStability.spijkerPlanarAnalyticBridge	14	597	0	601	50	599	4	599	31	00ECD559CEC09EB6695B50F09A3139BE4D011C5C1DF002B7EEAEC84D8B741BDE
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	NumStability.RationalOrderCertificate.arcLength_le	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	NumStability.RationalOrderCertificate.arcLength_le	15	603	0	616	72	605	8	605	45	26E55137BFD495680CB7479318ED81238BEDE2A401D15E0B228E323E7306CCD7
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	NumStability.spijkerArcLengthBound_proved	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	NumStability.spijkerArcLengthBound_proved	16	620	0	640	48	623	8	623	36	4392B46DBB97BC709A958B15A7C40CDDC004992FC09DA5894F1F9AD00871F8FD
NumStability.Analysis.NumericalRadius	NumStability/Analysis/NumericalRadius.lean	df20cb0021acdf3021f333d6a39a775d52322c85	_private.NumStability.Analysis.NumericalRadius.0.NumStability.term𝔼	NumStability/Analysis/NumericalRadius.ilean	D324F7F6AEF36291AF1E9AFD58B06A1FB3CF446A6DA1CEF65EAB5378851A362F	_private.NumStability.Analysis.NumericalRadius.0.NumStability._aux_NumStability_Analysis_NumericalRadius___macroRules__private_NumStability_Analysis_NumericalRadius_0_NumStability_term𝔼_1	0	71	0	73	47	71	0	73	47	CF48147A02AF66EB9668EDCD7896530CE8E068F514A4DBB1713F705020D198FD
NumStability.Analysis.PseudospectralResolvent	NumStability/Analysis/PseudospectralResolvent.lean	7c305d48544c689d658f178edce6cd0808bd431d	_private.NumStability.Analysis.PseudospectralResolvent.0.NumStability.«term↑ₐ»	NumStability/Analysis/PseudospectralResolvent.ilean	D2EA3D928EAB6DD4C14AD9E6AF14E1DE3FD3CCE98C93AD65468487903EE441A9	_private.NumStability.Analysis.PseudospectralResolvent.0.NumStability.«_aux_NumStability_Analysis_PseudospectralResolvent___macroRules__private_NumStability_Analysis_PseudospectralResolvent_0_NumStability_term↑ₐ_1»	0	68	0	68	38	68	0	68	38	F397B6564C3A871A7F346F2EDBA147F75D91F70B5DDBF0BE4C34EF497BECEF8F
