owner_module	path	base_blob_oid	baseline_declaration_name	ilean_path	ilean_sha256	ilean_root	source_ordinal	start_line_0	start_column_0	end_line_0	end_column_0	selection_start_line_0	selection_start_column_0	selection_end_line_0	selection_end_column_0	command_sha256
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.spijkerResolventCoefficientCurve_deriv_intervalIntegrable	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.spijkerResolventCoefficientCurve_deriv_intervalIntegrable	12	318	0	330	39	321	6	321	63	D9ABB708A858F846AA1EDCA4EDF6AB4FADC85EC3C4D1F0DAD534C640164F25C0
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.hasDerivAt_spijkerPowerAntiderivative	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.hasDerivAt_spijkerPowerAntiderivative	13	332	0	349	6	334	6	334	43	F4FB340331D0E5C13FED3D7EAB717C77684E877D7CA73F97CD4C6ADED24504A8
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.norm_spijkerMoment_le_arcLength	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.norm_spijkerMoment_le_arcLength	14	351	0	430	51	353	6	353	37	D5AA1D34708F55E04BC06A4A15B6567234F2F03E677802CB509CC02FBC0551DB
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.norm_spijkerResolventCoefficient_le	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.norm_spijkerResolventCoefficient_le	15	432	0	467	27	434	6	434	41	E7DE495EF5D29458907084413E33089E77B8EDD9D1FEED33328257FBE6A9B11B
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.norm_cstarMatrixEuclideanCoefficient_pow_le_of_spijker	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.norm_cstarMatrixEuclideanCoefficient_pow_le_of_spijker	16	469	0	511	34	471	6	471	60	0EE43CFD981EA481FB670E201A0A440F453DE3C54CEC05C32A016E8DF913073F
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.norm_pow_le_of_spijker_circle	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.norm_pow_le_of_spijker_circle	17	513	0	543	15	514	6	514	35	972BBCC04A4AF21AB997BA6F1A7961C3D88BBD19B721BD34E2D3DB3337BCB30A
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.norm_pow_le_exp_mul_dim_of_spijker	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.norm_pow_le_exp_mul_dim_of_spijker	18	545	0	586	12	551	8	551	42	31AD277235B80C63E3202ACF8DEB6A5BA0810D377B480093224283B78094150C
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	a4a1f7e762d66404b52d947b1187c0957c9b9c2b	NumStability.powerBound_exp_mul_dim_of_spijker	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.ilean	ABE1034847B6AC7C05ABF91013163ACC47E98F350ACF7E7FEFBB50CB734F90DE	NumStability.powerBound_exp_mul_dim_of_spijker	19	588	0	595	55	589	8	589	41	638AA67B1F71821B89F14EF0201FC83126D38D15605F32DDF95B5C4E89361F26
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_one	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_one	0	87	0	94	6	89	16	89	26	4F46FF7044DACA5E3D4114402B94072E21282416E7E77670C35161545ED3AAD7
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary	1	96	0	104	27	97	16	97	30	073814BBE0BD2775284C5A570F90AB765C07005AFB9DD74EAAB165220A6D3004
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary_conj	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.opNorm_unitary_conj	2	106	0	128	27	108	16	108	35	A0B58607E1697B38302C819E0F38A6053E08313BC856AD0F75E6BA7EAE48BD82
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	NumStability.norm_pow_eq_norm_schur_pow	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	NumStability.norm_pow_eq_norm_schur_pow	3	134	0	142	58	138	8	138	34	5434BE5066F98FF563A82E2F9E88367BCE3DD27052AD5BB21A6177780E1506A2
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece	4	185	0	191	65	187	12	187	18	6976996FD4BD3BE1AE17E06AB64AFC24E2A8B0F7EF4FD30E1EF0F3BE83EE4E3E
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_zero	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_zero	5	193	0	194	29	193	24	193	40	7AEB80B33EEEA7B4D102AE4E268451A9703360A05A558B31385E15E137F9F4C5
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_succ	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_zero_succ	6	196	0	197	35	196	24	196	40	5A87EE9FBF95ADDED5A03020D737F004D36674EB309BB0741D76F88508BB8CA4
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_zero	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_zero	7	199	0	200	52	199	16	199	32	6C56C493E9129B56587A8A24E9BF85A2C63EF75CBF3BB11306D163B6B64024E2
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_succ	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_succ_succ	8	202	0	203	85	202	16	202	32	F26E9892A24166A434511AFFC7AE6BE3936BC8866BC923B2363F5164E08F5E1E
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_lt	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_lt	9	205	0	220	10	207	16	207	36	FB8CAB96AF66FA3A55A760B284328D6F253F4432F519B9FA0412A1EFAA8A6709
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.sum_Ppiece	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.sum_Ppiece	10	222	0	252	8	224	16	224	26	D5B4846732547F316CBD9287942C5413594A0C695E93F1151D4D9439E2FDB64A
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_apply_eq_zero	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_apply_eq_zero	11	265	0	312	35	267	16	267	36	A1078A170E8D087FDBD4F3898A4AF17CD11463F426411EB136ECF61F444B53F5
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_ge	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.Ppiece_eq_zero_of_ge	12	314	0	327	7	319	16	319	36	2B3B8B910E97F1020B8B86804E7C7806E0AB52EE3E50EFD63BB07F90812BA6F5
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	_private.NumStability.Analysis.MatrixPowersBinomialBound.0.NumStability.norm_Ppiece_le	13	337	0	406	71	339	16	339	30	F0640389C164B753CF5BCD5E6FB2F63F5ACEA468D256315D3F42B5E44C73D958
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	NumStability.opNorm_schurpow_le_binomial	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	NumStability.opNorm_schurpow_le_binomial	14	436	0	480	39	445	8	445	35	CE5876DF8F86BB88C00E484A41781611E1180DDF1C9355925A746843B8A886C1
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	NumStability.exists_schur_powerBounds	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	NumStability.exists_schur_powerBounds	15	491	0	530	45	504	8	504	32	BFF3721203F760C6DAF142F905EFA1DE1AB372CACFDE370A1D7D71917A75BB69
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	1006de836f6d95cf7d3d00483370a347a8bcb93f	NumStability.norm_pow_nilpotent	NumStability/Analysis/MatrixPowersBinomialBound.ilean	E793F8C42B01B86052A0E089B4F28849F581DBAD52E5F84797B70EA39EB5DDD3	NumStability.norm_pow_nilpotent	16	532	0	573	23	541	8	541	26	EA3B9C14A4BBF3B3F204AF484DE388351DDBED1CCEB8F1E362710AE75A485D09
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	e8f693ba462480d2d36c3dbb5fad8525065e2205	NumStability.schurNormalImpliesStrictUpperZero_holds	NumStability/Analysis/MatrixPowersHenriciNormal.ilean	B41FAC798064E4529D554CBFBB5929CA06799E18D07139DE831ECC0F9A45E9E5	NumStability.schurNormalImpliesStrictUpperZero_holds	0	61	0	87	7	67	8	67	47	C006D07C0B015D88973EE4BF9A90EBC7D90D09C728B05B1042DCE3E82D0B0F34
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	e8f693ba462480d2d36c3dbb5fad8525065e2205	NumStability.normal_iff_strictUpper_eq_zero_unconditional	NumStability/Analysis/MatrixPowersHenriciNormal.ilean	B41FAC798064E4529D554CBFBB5929CA06799E18D07139DE831ECC0F9A45E9E5	NumStability.normal_iff_strictUpper_eq_zero_unconditional	1	89	0	102	38	93	8	93	52	C84B3A3D9FD5F7D741A40A93BA2ABA3DBE1EB2659B78E0A871F5BC460FD3BE03
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.mul_conjTranspose_diag	0	187	0	193	11	188	16	188	38	D95E3F71D95DDC4285880E54D5B6E4BE210EE5DCA629533604917F111903262E
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.conjTranspose_mul_diag	1	195	0	201	11	196	16	196	38	75F3EFBA40653ED8F13C9C51635ECE5EF74BE72441851CD2F44E6ACD2530EF48
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	NumStability.normal_upperTriangular_isDiag	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	NumStability.normal_upperTriangular_isDiag	2	203	0	270	31	213	8	213	37	3A9ABFEEF7712F3F6F88372E8E1BDD7C8400E71020AD24800FE593088378565A
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.pi_norm_pow	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.pi_norm_pow	3	284	0	301	17	289	16	289	27	07958234A32B515CE22E392214FB9033FE3E22317828989BFD3796BF84713F9B
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	NumStability.normal_schur_strictUpper_eq_zero	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	NumStability.normal_schur_strictUpper_eq_zero	4	303	0	349	61	309	8	309	40	418FBE54C909C1DF8185D362F5239131F8727AFF3A57A1709B564060A7767EDD
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_one	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_one	5	351	0	358	6	353	16	353	29	D4E775F919A5B40F4E28E796EBFFA5E06AF0A18A45D2331C1E845EE49B0E2CD0
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_of_mem_unitaryGroup	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_of_mem_unitaryGroup	6	360	0	370	27	363	16	363	45	1A167CAA8782CCD07060915FE6C64188F4BDEBF47FAB2913D3C2DC5EA329678D
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_unitary_conj	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	_private.NumStability.Analysis.MatrixPowersSchur.0.NumStability.l2_opNorm_unitary_conj	7	372	0	401	27	377	16	377	38	01827684B9D3E14428EF455C6CCB27ADC8697E546DF73467EF7FFB4C3DD57A21
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	7fd000f29e3c9baff1616476d8627f271d4fc6e8	NumStability.norm_pow_normal_eq	NumStability/Analysis/MatrixPowersSchur.ilean	2EFB75B5C0A747FAC6ECCA7B24D20407098F2F4F1F6BE66A491A5E1E0914DAFF	NumStability.norm_pow_normal_eq	8	403	0	429	23	417	8	417	26	E6D44C409599FED984336BFE98298ECBA70A8F95AE852E5179C81F1F9A7DCA9F
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	da61bf24b8fc11d83eb001fca9e12d600dd669c5	NumStability.norm_pow_le_exp_mul_dim_proved	NumStability/Analysis/MatrixPowersSpijkerClosure.ilean	0127BBE8293C5EF24D2D58CF777363EAAA23E867625178F46BA54DA819FA620D	NumStability.norm_pow_le_exp_mul_dim_proved	0	25	0	32	43	26	8	26	38	FC3C52762CB217C0B46D849044FF288038430EE9EE74E01174408973D427BBE1
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	da61bf24b8fc11d83eb001fca9e12d600dd669c5	NumStability.powerBound_exp_mul_dim_proved	NumStability/Analysis/MatrixPowersSpijkerClosure.ilean	0127BBE8293C5EF24D2D58CF777363EAAA23E867625178F46BA54DA819FA620D	NumStability.powerBound_exp_mul_dim_proved	1	34	0	41	41	35	8	35	37	5C0B8A8AF23EC4F7B98229D63A1C019C160FCF8CC2D12BEBCEE8144768EE8C4B
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	da61bf24b8fc11d83eb001fca9e12d600dd669c5	NumStability.higham18_kreiss_upper_proved	NumStability/Analysis/MatrixPowersSpijkerClosure.ilean	0127BBE8293C5EF24D2D58CF777363EAAA23E867625178F46BA54DA819FA620D	NumStability.higham18_kreiss_upper_proved	2	43	0	52	48	44	8	44	36	E7923B33D8FA75B176F7408FF38EA144C6A38094CB6EA1C4402954890FB4073A
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	da61bf24b8fc11d83eb001fca9e12d600dd669c5	NumStability.higham18_kreiss_two_sided_proved	NumStability/Analysis/MatrixPowersSpijkerClosure.ilean	0127BBE8293C5EF24D2D58CF777363EAAA23E867625178F46BA54DA819FA620D	NumStability.higham18_kreiss_two_sided_proved	3	54	0	64	48	56	8	56	40	146768C2F0B03B6C9E8F2634F7CCF676BB643E0356F40DE74F9A976CBF63221C
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	8bd4f4db31165196dbc6839c0fe4046d0fe14d69	_private.NumStability.Analysis.MatrixPowersSpijkerPlanar.0.NumStability.natDegree_C_mul_mul_le_two_mul	NumStability/Analysis/MatrixPowersSpijkerPlanar.ilean	9C5F7953B45738AD04A8D529389C7F210BBAB7173ECFED9FFB03C29F0A743EBB	_private.NumStability.Analysis.MatrixPowersSpijkerPlanar.0.NumStability.natDegree_C_mul_mul_le_two_mul	0	98	0	111	25	98	14	98	44	F5F66108DE0FB728D21DF3B3E4EB605B26C1C54EFB49607E53A6851D2E523B2F
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	8bd4f4db31165196dbc6839c0fe4046d0fe14d69	NumStability.spijkerProjectionCrossingPolynomial_natDegree_le	NumStability/Analysis/MatrixPowersSpijkerPlanar.ilean	9C5F7953B45738AD04A8D529389C7F210BBAB7173ECFED9FFB03C29F0A743EBB	NumStability.spijkerProjectionCrossingPolynomial_natDegree_le	1	113	0	125	61	113	6	113	54	D3490FF4D90F29EFBDD09C03CF1FE3BFFC306BD79697207C555256C4F856DDDC
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	8bd4f4db31165196dbc6839c0fe4046d0fe14d69	NumStability.spijker_projection_crossing_finset_card_le_two_mul	NumStability/Analysis/MatrixPowersSpijkerPlanar.ilean	9C5F7953B45738AD04A8D529389C7F210BBAB7173ECFED9FFB03C29F0A743EBB	NumStability.spijker_projection_crossing_finset_card_le_two_mul	2	238	0	278	75	242	8	242	58	A8C9F53FF36705E2893CAE4F9DCFF2F435DFA10D3B98B1FA122410477C0B2EDB
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	8bd4f4db31165196dbc6839c0fe4046d0fe14d69	NumStability.RationalOrderCertificate.projection_crossing_finset_card_le_two_mul	NumStability/Analysis/MatrixPowersSpijkerPlanar.ilean	9C5F7953B45738AD04A8D529389C7F210BBAB7173ECFED9FFB03C29F0A743EBB	NumStability.RationalOrderCertificate.projection_crossing_finset_card_le_two_mul	3	280	0	334	26	283	8	283	75	214856C3C4202D757EF30211B9ABE76D54770A9340843EA1F916E595D028C496
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	8bd4f4db31165196dbc6839c0fe4046d0fe14d69	NumStability.RationalOrderCertificate.arcLength_le_of_planar_analyticBridge	NumStability/Analysis/MatrixPowersSpijkerPlanar.ilean	9C5F7953B45738AD04A8D529389C7F210BBAB7173ECFED9FFB03C29F0A743EBB	NumStability.RationalOrderCertificate.arcLength_le_of_planar_analyticBridge	4	410	0	474	10	415	8	415	70	82CD03011BA1B5A88FEE0A1C710CC3F01C007EE4BB3FC62F559F687B4FC98403
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerLevelInterval	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.spijkerLevelInterval	0	178	0	180	36	178	12	178	32	24130A9C669709B9786B1F411CDD06CB8E283F66837A35ABA25B04C6A6265BE1
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	66e975322b75385adf7eb55429e6de3715b9f262	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.exists_spijkerPartitionCrossing	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.ilean	5C5535C3FC9A0395961E2D6071B83937B53864134C63D5DE8C108DFD8287537C	_private.NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis.0.NumStability.exists_spijkerPartitionCrossing	1	182	0	198	74	182	14	182	45	263FD867DD864BA82A4EA79457271ECE4B512CCEDAE682EE8EC02CE0B0E7462E
