declaration	owner_module	visibility	selected_owner	closure_role
_private.NumStability.Algorithms.Ch14GJEAsymptoticFamilies.0.NumStability.Ch14Ext.ch14ext_one_add_gamma_pow_sub_one_family_isBigO_unit	NumStability.Algorithms.Ch14GJEAsymptoticFamilies	private	yes	private_seed
_private.NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure.0.NumStability.Ch14Ext.ch14ext_gjeInvCumProd_unit_upper	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure.0.NumStability.Ch14Ext.ch14ext_gjeInvStageMatrix_diag_one	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure.0.NumStability.Ch14Ext.ch14ext_gjeInvStageMatrix_upper_triangular	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure.0.NumStability.Ch14Ext.ch14ext_gje_Pabs_le	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure.0.NumStability.Ch14Ext.ch14ext_gje_Q_abs_le	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure.0.NumStability.Ch14Ext.ch14ext_matMul_diag_one_of_unit_upper	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure.0.NumStability.Ch14Ext.ch14ext_matMul_upper_triangular	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Method1BWhole.0.NumStability.Ch14Ext.ch14ext_m1b_castAdd_eq_iff	NumStability.Algorithms.Ch14Method1BWhole	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Method1BWhole.0.NumStability.Ch14Ext.ch14ext_m1b_castAdd_ne_natAdd	NumStability.Algorithms.Ch14Method1BWhole	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Method1BWhole.0.NumStability.Ch14Ext.ch14ext_m1b_natAdd_eq_iff	NumStability.Algorithms.Ch14Method1BWhole	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Method2C.0.NumStability.Ch14Ext.ch14ext_castAdd_eq_iff	NumStability.Algorithms.Ch14Method2C	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Method2C.0.NumStability.Ch14Ext.ch14ext_castAdd_ne_natAdd	NumStability.Algorithms.Ch14Method2C	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Method2C.0.NumStability.Ch14Ext.ch14ext_natAdd_eq_iff	NumStability.Algorithms.Ch14Method2C	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Problem142.0.NumStability.Ch14Ext.higham14_problem14_2_castAdd_ne_natAdd	NumStability.Algorithms.Ch14Problem142	private	yes	private_seed
_private.NumStability.Algorithms.Ch14Problem142.0.NumStability.Ch14Ext.higham14_problem14_2_natAdd_ne_castAdd	NumStability.Algorithms.Ch14Problem142	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_det_stressUpper_one	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_peiMatrix_eq_smul_one_add_rankOne	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_prod_fin_nat_sub_eq_factorial	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_prod_nat_sub_eq_factorial	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_prod_rowNorm2_stressUpper_one	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_rowNorm2_sq_stressUpper_one	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_rowNorm2_stressUpper_one	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_stressUpper_one_upper	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Algorithms.MatrixInversion.0.NumStability.higham14_problem14_12_sum_tail_one	NumStability.Algorithms.MatrixInversion	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter14.Problem15.0.NumStability.Ch14Ext.ch14ext_complexMatrixEuclideanLin_add	NumStability.Source.Higham.Chapter14.Problem15	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter14.Problem15.0.NumStability.Ch14Ext.ch14ext_det_add_ne_zero_of_opNorm2_lt_last_singularValue	NumStability.Source.Higham.Chapter14.Problem15	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter14.Problem15.0.NumStability.Ch14Ext.ch14ext_opNorm2_smul	NumStability.Source.Higham.Chapter14.Problem15	private	yes	private_seed
