consumer_module	consumer_path	consumer_scope	old_import	new_import
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedMiddleSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedMiddleSolve.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Solve
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedSolve.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanActualSelector	NumStability.Source.Higham.Chapter11.BunchKaufman.ActualSelector
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedSolve.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedSolve.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedSolve.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedSolve.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowthSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.GrowthSolve
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedMiddleSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.MiddleSolve
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminal.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Solve
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanActualSelector	NumStability.Source.Higham.Chapter11.BunchKaufman.ActualSelector
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedMiddleSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.MiddleSolve
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Solve
NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	NumStability/Source/Higham/Chapter11/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Terminal
NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability/Source/Higham/Chapter11/Higham11BunchSharpGrowthBridge.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.BridgeClosure
NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability/Source/Higham/Chapter11/Higham11BunchTraceHadamard.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability.Source.Higham.Chapter11.Bunch.ActualSharpGrowthClosure
NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability/Source/Higham/Chapter11/Higham11BunchTraceHadamard.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchExactTrace	NumStability.Source.Higham.Chapter11.Bunch.ExactTrace
NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability/Source/Higham/Chapter11/Higham11BunchTraceHadamard.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability.Source.Higham.Chapter11.Bunch.SharpGrowthBridge
NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability/Source/Higham/Chapter11/Higham11BunchTraceHadamard.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.BridgeClosure
NumStability.Source.Higham.Chapter11.Higham11Chapter9ActualExecutorBridge	NumStability/Source/Higham/Chapter11/Higham11Chapter9ActualExecutorBridge.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.BridgeClosure
NumStability.Source.Higham.Chapter11.Higham11RookExactTrace	NumStability/Source/Higham/Chapter11/Higham11RookExactTrace.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11RookExecutorAdapter	NumStability.Source.Higham.Chapter11.Rook.ExecutorAdapter
NumStability.Source.Higham.Chapter11.Higham11RookExactTrace	NumStability/Source/Higham/Chapter11/Higham11RookExactTrace.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Rook.SourceClosure
NumStability.Source.Higham.Chapter11.Higham11RookExecutorAdapter	NumStability/Source/Higham/Chapter11/Higham11RookExecutorAdapter.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11RookSourceClosure	NumStability.Source.Higham.Chapter11.Rook.SourceClosure
NumStability.Source.Higham.Chapter11.Higham11RookRoundedGap	NumStability/Source/Higham/Chapter11/Higham11RookRoundedGap.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11RookExecutorAdapter	NumStability.Source.Higham.Chapter11.Rook.ExecutorAdapter
NumStability.Source.Higham.Chapter11.Higham11SkewExactTrace	NumStability/Source/Higham/Chapter11/Higham11SkewExactTrace.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Skew.ActualSelector
NumStability.Source.Higham.Chapter11.Higham11SkewExactTrace	NumStability/Source/Higham/Chapter11/Higham11SkewExactTrace.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11SkewSourceCorrection	NumStability.Source.Higham.Chapter11.Skew.SourceCorrection
NumStability.Source.Higham.Chapter11.Higham11SkewSourceCorrection	NumStability/Source/Higham/Chapter11/Higham11SkewSourceCorrection.lean	in_wave	NumStability.Source.Higham.Chapter11.Higham11SkewActualSelector	NumStability.Source.Higham.Chapter11.Skew.ActualSelector
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equation09.Assembly	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equation09/Assembly.lean	outside	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Source.Higham.Chapter16.Section02.BartelsStewart.Equations04To08.Spectrum	NumStability/Source/Higham/Chapter16/Section02/BartelsStewart/Equations04To08/Spectrum.lean	outside	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.SylvesterPerturbation	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/SylvesterPerturbation.lean	outside	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.SigmaMinCorollaries.Vectorized	NumStability/Source/Higham/Chapter16/Section03/PerturbationAndConditioning/SigmaMinCorollaries/Vectorized.lean	outside	NumStability.Algorithms.Sylvester.Higham16	NumStability.Source.Higham.Chapter16.Foundations.Core
