baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability.Higham15Problem15_6.qResidual_scaled	public	theorem	11	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.FactorizationAndNorm	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability.Higham15Problem15_6.q_correct	public	theorem	12	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.FactorizationAndNorm	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability.Higham15Problem15_6.upper_factorization	public	theorem	13	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.FactorizationAndNorm	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability.Higham15Problem15_6.x_correct	public	theorem	14	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.FactorizationAndNorm	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability.Higham15Problem15_6.yResidual_ne	public	theorem	15	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.FactorizationAndNorm	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability.Higham15Problem15_6.yResidual_scaled	public	theorem	16	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.FactorizationAndNorm	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Closure	NumStability.Higham15Problem15_6.y_correct	public	theorem	17	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.FactorizationAndNorm	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Operational	NumStability.Higham15Problem15_6.H15_Problem15_6_operational_of_irreducible_rightInverse	public	theorem	1	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.ArrayExecution	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Operational	NumStability.Higham15Problem15_6.problem15_6_absInvMulOperational_correct	public	theorem	2	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.ArrayExecution	source	approved_owner_block_route
NumStability.Algorithms.LU.Higham15Problem15_6Operational	NumStability.Higham15Problem15_6.problem15_6_infNormOperational_correct	public	theorem	3	NumStability.Source.Higham.Chapter15.Problem06.TridiagonalInverseNorm.Recurrences.ArrayExecution	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	NumStability.Ch15Closure.H15_Theorem15_7_of_absLU_eq	public	theorem	1	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	NumStability.Ch15Closure.H15_Theorem15_8_of_rowDiagDominant	public	theorem	2	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_LU_diag_rel	private	theorem	3	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_LU_sub_eq	private	theorem	4	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_LU_super_eq	private	theorem	5	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_Linv_rec	private	theorem	6	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_Uinv_rec	private	theorem	7	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_absLU_diag	private	theorem	8	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_abs_sum_of_pairwise_nonneg	private	theorem	9	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_bidiag_U_isDiagDominantUpper	private	theorem	10	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_bidiag_rowSum_bound	private	theorem	11	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_diag_sign	private	theorem	12	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_filter_lower_succ	private	theorem	13	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_filter_upper_succ	private	theorem	14	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_nonneg_of_abs_add_eq	private	theorem	15	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_row_offdiag_le	private	theorem	16	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_row_two_offdiag_le	private	theorem	17	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_t_pairwise_ge	private	theorem	18	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_t_recurrence	private	theorem	19	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_tridiag_rowDom_U_super_le_diag	private	theorem	20	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15Closure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15Closure.0.NumStability.Ch15Closure.c15_upperBidiagInv_abs_le	private	theorem	21	NumStability.Source.Higham.Chapter15.Section06.TridiagonalLUConditionBounds.ExactBounds	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15IkebeClosure	NumStability.Ch15IkebeClosure.H15_Theorem15_9_of_irreducible_rightInverse	public	theorem	1	NumStability.Source.Higham.Chapter15.Theorem09.Ikebe.IrreducibleRightInverse.RankOneStructure	source	approved_owner_block_route
NumStability.Algorithms.LU.TridiagonalCondCh15IkebeClosure	_private.NumStability.Algorithms.LU.TridiagonalCondCh15IkebeClosure.0.NumStability.Ch15IkebeClosure.upper_triangle_rank_one_of_rightInverse	private	theorem	2	NumStability.Source.Higham.Chapter15.Theorem09.Ikebe.IrreducibleRightInverse.RankOneStructure	source	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.exists_nonincreasing_step_of_fin_labels	public	theorem	1	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.gammaSeq_one_succ_eq_column	public	theorem	2	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.holder_inf	public	theorem	3	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.infRowValue	public	definition	4	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.oneColumnValue	public	definition	5	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.pNormPair_inf	public	definition	6	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.qNorm_zof_inf_eq_row	public	theorem	7	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability.Ch15.sign_infNorm_eq_one	public	theorem	8	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	NumStability.RectPNormPair.holder_inf	public	theorem	1	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Rectangular	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	NumStability.RectPNormPair.infNormVec_rectMatVec_le	public	theorem	2	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Rectangular	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	NumStability.RectPNormPair.infinity	public	definition	3	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Rectangular	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	NumStability.RectPNormPair.one	public	definition	4	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Rectangular	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	NumStability.RectPNormPair.oneNormVec_rectMatVec_le	public	theorem	5	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Rectangular	reusable	approved_owner_block_route
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	NumStability.RectPNormPair.signVec_infNorm_eq_one	public	theorem	6	NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Rectangular	reusable	approved_owner_block_route
