format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.RectMinNormSolution	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Specifications.UnderdeterminedSpec	relocate_reusable	inductive	public	NumStability.RectMinNormSolution	57
NumStability.RectMinNormSolution.casesOn	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Specifications.UnderdeterminedSpec	relocate_reusable	definition	public	NumStability.RectMinNormSolution	57
NumStability.RectMinNormSolution.exists_transpose_witness	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.UnderdeterminedSpec	relocate_reusable	theorem	public	NumStability.RectMinNormSolution.exists_transpose_witness	263
NumStability.RectMinNormSolution.min_norm	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Specifications.UnderdeterminedSpec	relocate_reusable	theorem	public	NumStability.RectMinNormSolution	57
NumStability.RectMinNormSolution.mk	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Specifications.UnderdeterminedSpec	relocate_reusable	constructor	public	NumStability.RectMinNormSolution	57
NumStability.RectMinNormSolution.rec	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Specifications.UnderdeterminedSpec	relocate_reusable	recursor	public	NumStability.RectMinNormSolution	57
NumStability.RectMinNormSolution.recOn	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Specifications.UnderdeterminedSpec	relocate_reusable	definition	public	NumStability.RectMinNormSolution	57
NumStability.RectMinNormSolution.system_eq	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Specifications.UnderdeterminedSpec	relocate_reusable	theorem	public	NumStability.RectMinNormSolution	57
NumStability.RectMoorePenrosePseudoinverse	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	inductive	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.casesOn	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	definition	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.domain_projection_symmetric	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	theorem	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.mk	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	constructor	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.range_projection_symmetric	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	theorem	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.rec	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	recursor	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.recOn	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	definition	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.reproduces_matrix	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	theorem	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.RectMoorePenrosePseudoinverse.reproduces_pseudoinverse	NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Pseudoinverse.UnderdeterminedSpec	relocate_reusable	theorem	public	NumStability.RectMoorePenrosePseudoinverse	69
NumStability.UndetNormwiseBackwardErrorFeasible	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Normwise.UnderdeterminedSolve	relocate_reusable	definition	public	NumStability.UndetNormwiseBackwardErrorFeasible	9602
NumStability.UndetNormwiseBackwardErrorFeasible.nonzeroFormulaRHS_le_costF_of_sigma_zero	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem03.NormwiseBackwardError.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.UndetNormwiseBackwardErrorFeasible.nonzeroFormulaRHS_le_costF_of_sigma_zero	10370
NumStability.UndetNormwiseBackwardErrorFeasible.phi_le_costF	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem03.NormwiseBackwardError.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.UndetNormwiseBackwardErrorFeasible.phi_le_costF	9806
NumStability.UndetNormwiseBackwardErrorFeasible.source_residual_eq	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem03.NormwiseBackwardError.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.UndetNormwiseBackwardErrorFeasible.source_residual_eq	9787
NumStability.UndetRowwiseBackwardErrorBounded	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	definition	public	NumStability.UndetRowwiseBackwardErrorBounded	8497
NumStability.UndetRowwiseBackwardErrorFeasible	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	inductive	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.UndetRowwiseBackwardErrorFeasible.casesOn	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	definition	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.UndetRowwiseBackwardErrorFeasible.eta_nonneg	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	theorem	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.UndetRowwiseBackwardErrorFeasible.min_norm	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	theorem	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.UndetRowwiseBackwardErrorFeasible.mk	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	constructor	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.UndetRowwiseBackwardErrorFeasible.rec	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	recursor	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.UndetRowwiseBackwardErrorFeasible.recOn	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	definition	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.UndetRowwiseBackwardErrorFeasible.row_bound	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	theorem	public	NumStability.UndetRowwiseBackwardErrorFeasible	8477
NumStability.gamma_le_Higham21SNEBackwardCoefficient	NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	relocate_reusable	theorem	public	NumStability.gamma_le_Higham21SNEBackwardCoefficient	48
NumStability.higham21ApplyStoredGivensRotationsTranspose	NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21ApplyStoredGivensRotationsTranspose	32
NumStability.higham21ConcreteGivensExactQ	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	definition	public	NumStability.higham21ConcreteGivensExactQ	56
NumStability.higham21ConcreteGivensExactQ_append	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21ConcreteGivensExactQ_append	87
NumStability.higham21ConcreteGivensExactQ_cons	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21ConcreteGivensExactQ_cons	73
NumStability.higham21ConcreteGivensExactQ_nil	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21ConcreteGivensExactQ_nil	69
NumStability.higham21ConcreteGivensExactQ_orthogonal	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21ConcreteGivensExactQ_orthogonal	79
NumStability.higham21ConcreteGivensStoredTrace	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	definition	public	NumStability.higham21ConcreteGivensStoredTrace	62
NumStability.higham21ConcreteGivensStoredTrace_append	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21ConcreteGivensStoredTrace_append	109
NumStability.higham21ConcreteGivensStoredTrace_cons	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21ConcreteGivensStoredTrace_cons	103
NumStability.higham21ConcreteGivensStoredTrace_nil	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21ConcreteGivensStoredTrace_nil	98
NumStability.higham21Cond2With	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.Conditioning.Componentwise.UnderdeterminedSolve	relocate_reusable	definition	public	NumStability.higham21Cond2With	8575
NumStability.higham21Cond2With_nonneg	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.Conditioning.Componentwise.UnderdeterminedSolve	relocate_reusable	theorem	public	NumStability.higham21Cond2With_nonneg	8585
NumStability.higham21Eq21_11ComputedQhat	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation11.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_11ComputedQhat	15734
NumStability.higham21Eq21_11FiniteRemainder	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation11.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_11FiniteRemainder	15351
NumStability.higham21Eq21_11FirstOrder	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation11.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_11FirstOrder	15335
NumStability.higham21Eq21_11QuadraticCoefficient	NumStability.Algorithms.Underdetermined.Higham21Equation21_11	NumStability.Source.Higham.Chapter21.Equation11.Equation	relocate_source	definition	public	NumStability.higham21Eq21_11QuadraticCoefficient	10
NumStability.higham21Eq21_11UniformAbsoluteCoefficient	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformAbsoluteCoefficient	96
NumStability.higham21Eq21_11UniformCancellationBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformCancellationBound	91
NumStability.higham21Eq21_11UniformContraction	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformContraction	30
NumStability.higham21Eq21_11UniformDirectionEnvelope	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformDirectionEnvelope	10
NumStability.higham21Eq21_11UniformDirectionFrobBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformDirectionFrobBound	46
NumStability.higham21Eq21_11UniformFirstProductFrobBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformFirstProductFrobBound	65
NumStability.higham21Eq21_11UniformGramAbsFrobBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformGramAbsFrobBound	60
NumStability.higham21Eq21_11UniformGramContraction	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformGramContraction	22
NumStability.higham21Eq21_11UniformGramEnvelope	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformGramEnvelope	16
NumStability.higham21Eq21_11UniformGramInverseBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformGramInverseBound	38
NumStability.higham21Eq21_11UniformGramLinearFrobBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformGramLinearFrobBound	52
NumStability.higham21Eq21_11UniformGramQuadraticFrobBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformGramQuadraticFrobBound	56
NumStability.higham21Eq21_11UniformInverseDifferenceBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformInverseDifferenceBound	85
NumStability.higham21Eq21_11UniformInverseQuadraticBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformInverseQuadraticBound	70
NumStability.higham21Eq21_11UniformLinearizedLinearBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformLinearizedLinearBound	75
NumStability.higham21Eq21_11UniformLinearizedQuadraticBound	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformLinearizedQuadraticBound	80
NumStability.higham21Eq21_11UniformRelativeCoefficient	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformClosure	relocate_source	definition	public	NumStability.higham21Eq21_11UniformRelativeCoefficient	104
NumStability.higham21Eq21_11_scaled_gramInverse_frobNorm_le_uniform	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	retain_historical	theorem	public	NumStability.higham21Eq21_11_scaled_gramInverse_frobNorm_le_uniform	464
NumStability.higham21Eq21_7BaseSolution	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7BaseSolution	565
NumStability.higham21Eq21_7CancellationCoefficient	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7CancellationCoefficient	1181
NumStability.higham21Eq21_7CancellationMatrix	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7CancellationMatrix	1196
NumStability.higham21Eq21_7ExactRemainder	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7ExactRemainder	786
NumStability.higham21Eq21_7FirstOrder	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7FirstOrder	578
NumStability.higham21Eq21_7FixedRadiusCoefficient	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7FixedRadiusCoefficient	1206
NumStability.higham21Eq21_7GramAbsEnvelope	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7GramAbsEnvelope	1151
NumStability.higham21Eq21_7GramInverseDifferenceModel	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7GramInverseDifferenceModel	752
NumStability.higham21Eq21_7GramLinear	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7GramLinear	513
NumStability.higham21Eq21_7GramPerturbation	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7GramPerturbation	525
NumStability.higham21Eq21_7GramQuadratic	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7GramQuadratic	520
NumStability.higham21Eq21_7InverseDifferenceCoefficient	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7InverseDifferenceCoefficient	1170
NumStability.higham21Eq21_7InverseDifferenceMatrix	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7InverseDifferenceMatrix	1189
NumStability.higham21Eq21_7InverseQuadraticCoefficient	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7InverseQuadraticCoefficient	1163
NumStability.higham21Eq21_7LinearizedMatrix	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7LinearizedMatrix	1158
NumStability.higham21Eq21_7PerturbedSolution	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7PerturbedSolution	570
NumStability.higham21Eq21_7ScaledMatrix	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7ScaledMatrix	504
NumStability.higham21Eq21_7ScaledRhs	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Eq21_7ScaledRhs	509
NumStability.higham21Eq21_7_exactRemainder_absoluteNorm_isBigO	NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability.Algorithms.Underdetermined.Higham21Perturbation	retain_historical	theorem	public	NumStability.higham21Eq21_7_exactRemainder_absoluteNorm_isBigO	448
NumStability.higham21Eq21_7_exactRemainder_absoluteNorm_le_fixed_radius	NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability.Algorithms.Underdetermined.Higham21Perturbation	retain_historical	theorem	public	NumStability.higham21Eq21_7_exactRemainder_absoluteNorm_le_fixed_radius	397
NumStability.higham21Eq21_7_exactRemainder_four_term_decomposition	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_exactRemainder_four_term_decomposition	1536
NumStability.higham21Eq21_7_exactRemainder_vecNorm2_isBigO	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_exactRemainder_vecNorm2_isBigO	1804
NumStability.higham21Eq21_7_exactRemainder_vecNorm2_le_fixed_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_exactRemainder_vecNorm2_le_fixed_radius	1630
NumStability.higham21Eq21_7_exact_expansion	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_exact_expansion	838
NumStability.higham21Eq21_7_exact_expansion_of_gram_det_ne_zero	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_exact_expansion_of_gram_det_ne_zero	943
NumStability.higham21Eq21_7_firstOrder_componentwise_abs_majorant	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_firstOrder_componentwise_abs_majorant	1013
NumStability.higham21Eq21_7_firstOrder_eq_gram_form	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_firstOrder_eq_gram_form	705
NumStability.higham21Eq21_7_gramInverse_difference	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_gramInverse_difference	759
NumStability.higham21Eq21_7_gramLinear_action	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_gramLinear_action	592
NumStability.higham21Eq21_7_gramPerturbation_abs_le_fixed_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_gramPerturbation_abs_le_fixed_radius	1222
NumStability.higham21Eq21_7_inverseDifference_cancellation_frobNorm_le_fixed_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_inverseDifference_cancellation_frobNorm_le_fixed_radius	1463
NumStability.higham21Eq21_7_inverseDifference_decomposition	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_inverseDifference_decomposition	1282
NumStability.higham21Eq21_7_inverseDifference_frobNorm_le_fixed_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_inverseDifference_frobNorm_le_fixed_radius	1380
NumStability.higham21Eq21_7_inverseQuadraticRemainder_frobNorm_le_fixed_radius	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_inverseQuadraticRemainder_frobNorm_le_fixed_radius	1306
NumStability.higham21Eq21_7_linearized_gramPerturbation	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_linearized_gramPerturbation	1252
NumStability.higham21Eq21_7_matMulVec_matrix_const_mul	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_matMulVec_matrix_const_mul	1523
