format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.higham21_rectTransposeMulVec_pairing	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem03.NormwiseBackwardError.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_rectTransposeMulVec_pairing	10551
NumStability.higham21_rectTransposeMulVec_sub_formulaMatrix_eq_rankOne	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Theorem03.NormwiseBackwardError.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_rectTransposeMulVec_sub_formulaMatrix_eq_rankOne	10760
NumStability.higham21_row_bounds_of_transposed_qr_column_bounds	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Foundations.UnderdeterminedSolve	relocate_reusable	theorem	public	NumStability.higham21_row_bounds_of_transposed_qr_column_bounds	11310
NumStability.higham21_row_dimension_pos_of_rhs_ne_zero	NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.FixedRadius.Radius	relocate_reusable	theorem	public	NumStability.higham21_row_dimension_pos_of_rhs_ne_zero	617
NumStability.higham21_rowwise_backward_error_bound_mono	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	theorem	public	NumStability.higham21_rowwise_backward_error_bound_mono	8523
NumStability.higham21_rowwise_backward_error_bound_witness	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Algorithms.LinearSystems.Underdetermined.BackwardError.Rowwise.UnderdeterminedSolve	relocate_reusable	theorem	public	NumStability.higham21_rowwise_backward_error_bound_witness	8506
NumStability.higham21_scaled_pseudoinverse_product_rectOpNorm2Le	NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.FixedRadius.Radius	relocate_reusable	theorem	public	NumStability.higham21_scaled_pseudoinverse_product_rectOpNorm2Le	249
NumStability.higham21_sne_abs_economy_rectOpNorm2Le	NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.Signed	relocate_reusable	theorem	public	NumStability.higham21_sne_abs_economy_rectOpNorm2Le	441
NumStability.higham21_sne_abs_economy_transpose_rectOpNorm2Le	NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.Signed	relocate_reusable	theorem	public	NumStability.higham21_sne_abs_economy_transpose_rectOpNorm2Le	461
NumStability.higham21_sne_abs_rectMatMul_entry_le	NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.Signed	relocate_reusable	theorem	public	NumStability.higham21_sne_abs_rectMatMul_entry_le	477
NumStability.higham21_sne_actual_output_error_of_split_factorwise_transfer	NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.EnvelopeTransfer	relocate_source	theorem	public	NumStability.higham21_sne_actual_output_error_of_split_factorwise_transfer	469
NumStability.higham21_sne_actual_output_formation_backward_error	NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	relocate_reusable	theorem	public	NumStability.higham21_sne_actual_output_formation_backward_error	57
NumStability.higham21_sne_actual_output_relative_error_quadratic_of_split_factorwise_transfer	NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.EnvelopeTransfer	relocate_source	theorem	public	NumStability.higham21_sne_actual_output_relative_error_quadratic_of_split_factorwise_transfer	512
NumStability.higham21_sne_componentwise_matvec_majorant	NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.Signed	relocate_reusable	theorem	public	NumStability.higham21_sne_componentwise_matvec_majorant	494
NumStability.higham21_sne_computed_forward_error	NumStability.Algorithms.Underdetermined.Higham21SNEForward	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Forward	relocate_source	theorem	public	NumStability.higham21_sne_computed_forward_error	88
NumStability.higham21_sne_concrete_householder_qr_transferred_envelope_majorant	NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.EnvelopeTransfer	relocate_reusable	theorem	public	NumStability.higham21_sne_concrete_householder_qr_transferred_envelope_majorant	372
NumStability.higham21_sne_cond2_le_fixed_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_cond2_le_fixed_radius	263
NumStability.higham21_sne_cond2_mul_solution_norm_le_direction_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	retain_historical	theorem	public	NumStability.higham21_sne_cond2_mul_solution_norm_le_direction_radius	750
NumStability.higham21_sne_cond2_mul_solution_norm_le_fixed_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_cond2_mul_solution_norm_le_fixed_radius	521
NumStability.higham21_sne_conditionDifferenceCoefficient_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_conditionDifferenceCoefficient_le_q_uniform	537
NumStability.higham21_sne_conditionDifferenceCoefficient_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_conditionDifferenceCoefficient_nonneg	86
NumStability.higham21_sne_conditionTransferCoefficient_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_conditionTransferCoefficient_le_q_uniform	580
NumStability.higham21_sne_conditionTransferCoefficient_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_conditionTransferCoefficient_nonneg	104
NumStability.higham21_sne_deltaC_le_qr_source_majorant	NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.EnvelopeTransfer	relocate_reusable	theorem	public	NumStability.higham21_sne_deltaC_le_qr_source_majorant	237
NumStability.higham21_sne_direction_frobNorm_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_direction_frobNorm_le_q_uniform	283
NumStability.higham21_sne_dual_majorant_le_cond2	NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.ActualOutput	relocate_source	theorem	public	NumStability.higham21_sne_dual_majorant_le_cond2	114
NumStability.higham21_sne_dual_solution_difference_vecNorm2_le_direction_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	retain_historical	theorem	public	NumStability.higham21_sne_dual_solution_difference_vecNorm2_le_direction_radius	658
NumStability.higham21_sne_dual_solution_difference_vecNorm2_le_fixed_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_dual_solution_difference_vecNorm2_le_fixed_radius	211
NumStability.higham21_sne_exact_dual_eq_pseudoinverse_transpose	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_exact_dual_eq_pseudoinverse_transpose	885
NumStability.higham21_sne_exact_formed_output_relative_forward_error	NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.ActualOutput	relocate_source	theorem	public	NumStability.higham21_sne_exact_formed_output_relative_forward_error	302
NumStability.higham21_sne_exact_transpose_error_of_componentwise	NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.ActualOutput	relocate_source	theorem	public	NumStability.higham21_sne_exact_transpose_error_of_componentwise	86
NumStability.higham21_sne_fl_transpose_forward_error_of_componentwise	NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.ActualOutput	relocate_source	theorem	public	NumStability.higham21_sne_fl_transpose_forward_error_of_componentwise	189
NumStability.higham21_sne_formation_error_le_gamma_plus_uniform_quadratic	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	relocate_reusable	theorem	public	NumStability.higham21_sne_formation_error_le_gamma_plus_uniform_quadratic	395
NumStability.higham21_sne_formation_error_le_source_plus_quadratic	NumStability.Algorithms.Underdetermined.Higham21SNERemainderBounds	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.RemainderBounds	relocate_reusable	theorem	public	NumStability.higham21_sne_formation_error_le_source_plus_quadratic	448
NumStability.higham21_sne_formation_le_source_cond2_plus_quadratic	NumStability.Algorithms.Underdetermined.Higham21SNERemainderBounds	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.RemainderBounds	relocate_source	theorem	public	NumStability.higham21_sne_formation_le_source_cond2_plus_quadratic	616
NumStability.higham21_sne_forward_envelope_le_qr_source_majorant	NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.EnvelopeTransfer	relocate_reusable	theorem	public	NumStability.higham21_sne_forward_envelope_le_qr_source_majorant	291
NumStability.higham21_sne_forward_envelope_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.EnvelopeTransfer	relocate_reusable	theorem	public	NumStability.higham21_sne_forward_envelope_nonneg	269
NumStability.higham21_sne_forward_error_le_computed_envelope	NumStability.Algorithms.Underdetermined.Higham21SNEForward	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.Forward	relocate_reusable	theorem	public	NumStability.higham21_sne_forward_error_le_computed_envelope	62
NumStability.higham21_sne_frobNorm_le_envelope	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Uniform	relocate_reusable	theorem	public	NumStability.higham21_sne_frobNorm_le_envelope	273
NumStability.higham21_sne_gram_forward_error_matches_q_method	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation11.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21_sne_gram_forward_error_matches_q_method	15316
NumStability.higham21_sne_hTransferred_of_componentwise_qr_factor_error	NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.EnvelopeTransfer	relocate_reusable	theorem	public	NumStability.higham21_sne_hTransferred_of_componentwise_qr_factor_error	686
NumStability.higham21_sne_householder_G_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	relocate_reusable	theorem	public	NumStability.higham21_sne_householder_G_nonneg	285
NumStability.higham21_sne_householder_G_rectOpNorm2Le_one	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	relocate_reusable	theorem	public	NumStability.higham21_sne_householder_G_rectOpNorm2Le_one	292
NumStability.higham21_sne_householder_QFull_orthogonal	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_QFull_orthogonal	110
NumStability.higham21_sne_householder_RHat_inverse	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_RHat_inverse	756
NumStability.higham21_sne_householder_RHat_upper	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_RHat_upper	743
NumStability.higham21_sne_householder_RInv_frobNorm_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_RInv_frobNorm_le_q_uniform	875
NumStability.higham21_sne_householder_RTall_upper	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_RTall_upper	122
NumStability.higham21_sne_householder_R_frobNorm_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_householder_R_frobNorm_le_q_uniform	798
NumStability.higham21_sne_householder_actual_coefficients_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_coefficients_le_q_uniform	1140
NumStability.higham21_sne_householder_actual_output_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_output_q_uniform	1353
NumStability.higham21_sne_householder_actual_output_signed_reference_bound	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Equation11.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_actual_output_signed_reference_bound	1454
NumStability.higham21_sne_householder_actual_output_signed_reference_bound_closed_qr	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Equation11.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_actual_output_signed_reference_bound_closed_qr	1600
NumStability.higham21_sne_householder_actual_output_source_finite_quadratic_bound	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_output_source_finite_quadratic_bound	2051
NumStability.higham21_sne_householder_actual_output_source_forward_finite_bound	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_output_source_forward_finite_bound	2463
NumStability.higham21_sne_householder_actual_output_source_forward_relative_finite	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_output_source_forward_relative_finite	2606
NumStability.higham21_sne_householder_actual_output_source_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_output_source_q_uniform	1629
NumStability.higham21_sne_householder_actual_output_source_relative_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_output_source_relative_q_uniform	1755
NumStability.higham21_sne_householder_actual_output_source_relative_unit_roundoff_sq	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_actual_output_source_relative_unit_roundoff_sq	1857
NumStability.higham21_sne_householder_actual_output_uniform_quadratic_bound	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_actual_output_uniform_quadratic_bound	1768
NumStability.higham21_sne_householder_computedNormalSolution_vecNorm2_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_computedNormalSolution_vecNorm2_le_q_uniform	953
NumStability.higham21_sne_householder_deltaAT_spec	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_deltaAT_spec	88
NumStability.higham21_sne_householder_deltaA_componentwise	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_deltaA_componentwise	202
NumStability.higham21_sne_householder_deltaA_frobNorm	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_deltaA_frobNorm	252
NumStability.higham21_sne_householder_deltaA_rowwise	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_deltaA_rowwise	186
NumStability.higham21_sne_householder_direction_radius_transfers	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	retain_historical	theorem	public	NumStability.higham21_sne_householder_direction_radius_transfers	1084
NumStability.higham21_sne_householder_economyQ_orthonormal	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_economyQ_orthonormal	135
NumStability.higham21_sne_householder_economy_factor	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_economy_factor	152
NumStability.higham21_sne_householder_formation_error_norm	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	relocate_reusable	theorem	public	NumStability.higham21_sne_householder_formation_error_norm	1417
NumStability.higham21_sne_householder_formation_error_pointwise	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	relocate_reusable	theorem	public	NumStability.higham21_sne_householder_formation_error_pointwise	1397
NumStability.higham21_sne_householder_nearby_gramInverse_frobNorm_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_nearby_gramInverse_frobNorm_le_q_uniform	237
NumStability.higham21_sne_householder_normalized_direction_le_sourceEnvelope	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_householder_normalized_direction_le_sourceEnvelope	153
NumStability.higham21_sne_householder_normalized_direction_rowNorm_le	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_householder_normalized_direction_rowNorm_le	179
NumStability.higham21_sne_householder_qr_action_absorbed	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_qr_action_absorbed	1297
NumStability.higham21_sne_householder_referenceOutput_eq_nearby_pseudoinverse	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_referenceOutput_eq_nearby_pseudoinverse	852
NumStability.higham21_sne_householder_referenceY_eq_nearby_gram_inverse	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_referenceY_eq_nearby_gram_inverse	809
NumStability.higham21_sne_householder_referenceY_eq_pseudoinverse_transpose	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_referenceY_eq_pseudoinverse_transpose	1218
NumStability.higham21_sne_householder_referenceY_normal_eq	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_referenceY_normal_eq	777
NumStability.higham21_sne_householder_referenceY_source_difference_fixed_radius	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_referenceY_source_difference_fixed_radius	917
NumStability.higham21_sne_householder_reference_forward_error	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_reference_forward_error	2254
NumStability.higham21_sne_householder_reference_forward_error_closed_direction_radius	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	retain_historical	theorem	public	NumStability.higham21_sne_householder_reference_forward_error_closed_direction_radius	2326
NumStability.higham21_sne_householder_reference_output_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_reference_output_q_uniform	1529
NumStability.higham21_sne_householder_reference_system	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_reference_system	2210
NumStability.higham21_sne_householder_reference_transfers_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	retain_historical	theorem	public	NumStability.higham21_sne_householder_reference_transfers_q_uniform	636
NumStability.higham21_sne_householder_rho_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_rho_nonneg	302
NumStability.higham21_sne_householder_sourceEnvelope_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Uniform	relocate_reusable	theorem	public	NumStability.higham21_sne_householder_sourceEnvelope_nonneg	144
NumStability.higham21_sne_householder_source_dual_action_absorbed	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Closure	relocate_source	theorem	public	NumStability.higham21_sne_householder_source_dual_action_absorbed	1348
NumStability.higham21_sne_inverseDifferenceCoefficient_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_inverseDifferenceCoefficient_le_q_uniform	326
NumStability.higham21_sne_inverseDifferenceCoefficient_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_inverseDifferenceCoefficient_nonneg	58
NumStability.higham21_sne_inverse_difference_frobNorm_le	NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	relocate_reusable	theorem	public	NumStability.higham21_sne_inverse_difference_frobNorm_le	543
NumStability.higham21_sne_primal_solution_difference_vecNorm2_le_direction_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	retain_historical	theorem	public	NumStability.higham21_sne_primal_solution_difference_vecNorm2_le_direction_radius	703
NumStability.higham21_sne_primal_solution_difference_vecNorm2_le_fixed_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_primal_solution_difference_vecNorm2_le_fixed_radius	608
NumStability.higham21_sne_pseudoinverseDifferenceCoefficient_le_q_uniform	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_pseudoinverseDifferenceCoefficient_le_q_uniform	507
NumStability.higham21_sne_pseudoinverseDifferenceCoefficient_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_pseudoinverseDifferenceCoefficient_nonneg	72
NumStability.higham21_sne_pseudoinverse_difference_frobNorm_le_fixed_radius	NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability.Source.Higham.Chapter21.Equation07.ConditionTransfer	relocate_source	theorem	public	NumStability.higham21_sne_pseudoinverse_difference_frobNorm_le_fixed_radius	129
NumStability.higham21_sne_q_uniform_beta_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_q_uniform_beta_nonneg	311
NumStability.higham21_sne_q_uniform_coefficient_nonneg	NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability.Source.Higham.Chapter21.Theorem04.SeminormalEquations.Uniform	relocate_source	theorem	public	NumStability.higham21_sne_q_uniform_coefficient_nonneg	1281
NumStability.higham21_sne_qr_abs_error_transpose_action_le_source	NumStability.Algorithms.Underdetermined.Higham21SNEQRMajorant	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.QRTransfer.QRMajorant	relocate_reusable	theorem	public	NumStability.higham21_sne_qr_abs_error_transpose_action_le_source	124
