baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanelStep_eq_applyMatrixRect_of_active_not_below	public	theorem	13	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_completed_column_eq_pivot_succ	public	theorem	14	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_diag_nonzero_of_step_diag_nonzero	public	theorem	15	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_leadingBlock_offdiag_budget_of_exact_stage_budgets_factor	public	theorem	16	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_leadingBlock_offdiag_budget_of_signed_stage_budgets_factor	public	theorem	17	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_lower_zero	public	theorem	18	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_prefixSpan_of_leftInverse_previousLeadingBlockTranspose	public	theorem	19	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_prefix_diag_nonzero_of_step_diag_nonzero	public	theorem	20	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_prefix_lower_zero	public	theorem	21	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredPanel_sequence_topBlock_shape_facts	public	theorem	22	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanelStep_HouseholderColumnwisePanelAppError_of_budget	public	theorem	23	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanelStep_diag_nonzero_of_budget_lt_abs_alpha	public	theorem	24	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_higham_columnwise_factorization	public	theorem	25	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_rect_orthogonal_columnwise_vector_sequence_geometric	public	theorem	26	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_current_pivot_ne_zero_of_leadingBlock_det_ne_zero	public	theorem	27	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_budget_lt_abs_alpha	public	theorem	28	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_leading_block_det_ne_zero_sqrt_budget	public	theorem	29	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_leading_block_leftInverses_sqrt_budget	public	theorem	30	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_leading_witnesses_sqrt_budget	public	theorem	31	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_pivot_ne_alpha	public	theorem	32	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_signed_alpha_trailingNorm_pos_sqrt_budget	public	theorem	33	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_span_nonbreakdown_active_entry_budget	public	theorem	34	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_span_nonbreakdown_leadingBlock_leftInverse_frobNorm_budget	public	theorem	35	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_span_nonbreakdown_leadingBlock_leftInverse_infNorm_budget	public	theorem	36	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_span_nonbreakdown_leadingBlock_leftInverse_norm_budget	public	theorem	37	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_span_nonbreakdown_leading_dual_norm_budget	public	theorem	38	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_span_nonbreakdown_sqrt_budget	public	theorem	39	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_span_nonbreakdown_trailingNorm2Sq_budget	public	theorem	40	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_diag_nonzero_of_trailingNorm_pos_mul_nonpos	public	theorem	41	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.fl_householderStoredTrailingPanel_sequence_prefix_diag_nonzero_of_signed_alpha_trailingNorm_pos_sqrt_budget	public	theorem	42	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderActiveBlockNorm2Sq_pos_of_column_notInPreviousSpan	public	theorem	43	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderActiveBlockNorm2Sq_pos_of_leading_block_det_ne_zero	public	theorem	44	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderActiveBlockNorm2Sq_pos_of_leading_block_leftInverses	public	theorem	45	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderActiveBlockNorm2Sq_pos_of_leading_witnesses	public	theorem	46	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderActiveBlockNorm2Sq_pos_sequence_of_leading_block_det_ne_zero	public	theorem	47	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderColumnwisePanelAppError_rect_orthogonal_columnwise_vector_sequence_geometric	public	theorem	48	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderPanelAppError_rect_orthogonal_matrix_vector_sequence_geometric	public	theorem	49	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_ge_inv_leadingBlock_leftInverse_frobNorm_budget	public	theorem	50	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_ge_inv_leadingBlock_leftInverse_infNorm_budget	public	theorem	51	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_ge_inv_leadingBlock_leftInverse_row_norm_budget	public	theorem	52	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_ge_inv_leading_dual_norm_budget	public	theorem	53	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_pos_of_column_notInPreviousSpan	public	theorem	54	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_pos_of_leading_block_det_ne_zero	public	theorem	55	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_pos_of_leading_block_leftInverses	public	theorem	56	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.householderTrailingNorm2Sq_pos_of_leading_witnesses	public	theorem	57	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.not_forall_det_ne_zero_implies_all_leading_blocks_det_ne_zero	public	theorem	58	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.not_forall_det_ne_zero_implies_first_pivot_ne_zero	public	theorem	59	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.orthogonal_vector_sequence_geometric	public	theorem	60	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.orthogonal_vector_sequence_one_step	public	theorem	61	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.orthogonal_vector_sequence_one_step_fixedQ	public	theorem	62	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrColumnNotInPreviousSpan	public	definition	63	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrColumnNotInPreviousSpan_of_leadingColumnLeftInverse	public	theorem	64	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingBlock	public	definition	65	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingBlock_current_pivot_ne_zero_of_local_upper_triangular_det_ne_zero	public	theorem	66	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingBlock_det_ne_zero_of_local_upper_triangular_diag_ne_zero	public	theorem	67	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingBlock_det_ne_zero_of_upper_triangular_diag_ne_zero	public	theorem	68	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingColumn	public	definition	69	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingColumnLeftInverse	public	definition	70	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingColumnLeftInverse_of_det_ne_zero_leadingBlock	public	theorem	71	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingColumnLeftInverse_of_leftInverse_leadingBlock	public	theorem	72	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingColumnLeftInverse_padded_row_norm_sq_eq	public	theorem	73	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingOffdiagStop	public	definition	74	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingOffdiagStop_le	public	theorem	75	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrLeadingRow	public	definition	76	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPivotCounterexample2	public	definition	77	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPivotCounterexample2_det_ne_zero	public	theorem	78	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPivotCounterexample2_first_leadingBlock_det_zero	public	theorem	79	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPivotCounterexample2_first_pivot_zero	public	theorem	80	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixBasisCoefficientMatrix	public	definition	81	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixBasisCoefficientMatrix_of_det_ne_zero_previousLeadingBlockTranspose	public	theorem	82	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixBasisCoefficientMatrix_of_leftInverse_previousLeadingBlockTranspose	public	theorem	83	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixRow	public	definition	84	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixSupportSpannedByPreviousColumns	public	definition	85	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixSupportSpannedByPreviousColumns_of_det_ne_zero_previousLeadingBlockTranspose	public	theorem	86	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixSupportSpannedByPreviousColumns_of_leadingBlock_upper_det_ne_zero	public	theorem	87	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixSupportSpannedByPreviousColumns_of_leftInverse_previousLeadingBlockTranspose	public	theorem	88	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPrefixSupportSpannedByPreviousColumns_of_prefixBasisCoefficientMatrix	public	theorem	89	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPreviousColumn	public	definition	90	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPreviousLeadingBlockTranspose	public	definition	91	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPreviousLeadingBlockTranspose_det_ne_zero_of_local_lower_triangular_diag_ne_zero	public	theorem	92	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.qrPreviousLeadingBlockTranspose_det_ne_zero_of_upper_triangular_diag_ne_zero	public	theorem	93	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.rect_orthogonal_columnwise_vector_sequence_geometric	public	theorem	94	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.rect_orthogonal_matrix_vector_sequence_geometric	public	theorem	95	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.rect_orthogonal_matrix_vector_sequence_one_step	public	theorem	96	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.rect_orthogonal_sequence_geometric	public	theorem	97	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.rect_orthogonal_sequence_one_step	public	theorem	98	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.rectangular_topBlock_shape_facts_of_lower_zero	public	theorem	99	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactPivotBudget_le_sequence_column_norm	public	theorem	100	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactSequenceRelativeBudget	public	definition	101	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactSequenceRelativeBudget_column_bound	public	theorem	102	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactSequenceRelativeBudget_le_mul_of_step_le	public	theorem	103	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactSequenceRelativeBudget_nonneg	public	theorem	104	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactSequenceRelativeBudget_rhs_bound	public	theorem	105	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepNormBudgetCoeff	public	definition	106	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepNormBudgetCoeff_le_of_abs_beta_norm_sq_le	public	theorem	107	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepNormBudgetCoeff_le_of_den_ne_zero	public	theorem	108	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepNormBudgetCoeff_le_of_forall_abs_beta_norm_sq_le	public	theorem	109	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepNormBudgetCoeff_le_of_forall_den_ne_zero	public	theorem	110	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepNormBudgetCoeff_le_of_forall_source_den_ne_zero	public	theorem	111	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepNormBudgetCoeff_nonneg	public	theorem	112	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget	public	definition	113	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget_le_gamma_of_source_den_ne_zero_operation_count	public	theorem	114	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget_le_mul_add_normBudgetCoeff	public	theorem	115	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget_le_mul_add_of_column_rhs_le	public	theorem	116	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget_le_mul_add_of_componentBudget_le_mul_abs	public	theorem	117	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget_le_mul_add_of_normBudget_le_mul	public	theorem	118	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget_le_sequence	public	theorem	119	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRCompactStepRelativeBudget_nonneg	public	theorem	120	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRSignedStageBeta	public	definition	121	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRSignedStageVector	public	definition	122	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRSignedStage_abs_beta_norm_sq_eq_two_of_den_ne_zero	public	theorem	123	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRSignedStage_abs_beta_norm_sq_le_two_of_den_ne_zero	public	theorem	124	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRSignedStage_completed_column_preservation	public	theorem	125	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.storedQRSignedStage_exact_same_reflector_bound_of_prefix_or_active_stage_bounds	public	theorem	126	NumStability.Algorithms.LinearSystems.QR.Householder.StoredQR	reusable	approved_owner_block_route
