declaration	owner	visibility	in_union_closure	in_signature_closure	in_body_closure
NumStability.pascalSortedEigenvector_signChangeCount_ge	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationExact	public	True	False	True
NumStability.pascalSortedEigenvector_signChangeCount_le	NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	public	True	False	True
NumStability.pascal_circleAverage	NumStability.Algorithms.TestMatrices.Higham28Moments	public	True	False	True
NumStability.pascal_circleMoment	NumStability.Algorithms.TestMatrices.Higham28Moments	public	True	False	True
NumStability.pascal_circleMoment_normalized	NumStability.Algorithms.TestMatrices.Higham28Moments	public	True	False	True
NumStability.pascal_singularizing_perturbation_norm_lower_bound	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	public	True	False	True
NumStability.realEigenvalueCount_add_two_mul_complexUpperEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	public	True	False	True
NumStability.realEigenvalueCount_cast_eq_alternating_sub_two_pairs	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	public	True	False	True
NumStability.realGinibreAbsoluteCharacteristicMomentLIntegral_eq_jointDensity	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	public	True	False	True
NumStability.realGinibreAbsoluteCharacteristicMomentLIntegral_eq_shiftedJointDensity	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	public	True	False	True
NumStability.realGinibreAbsoluteCharacteristicMomentLIntegral_eq_traceDensity	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	public	True	False	True
NumStability.realGinibreAbsoluteCharacteristicMoment_eq_toReal_lintegral	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	public	True	False	True
NumStability.realGinibreAbsoluteCharacteristicMoment_eq_traceDensityIntegral	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	public	True	False	True
NumStability.realGinibreAbsoluteCharacteristicMoment_two_eq_normalFormIntegral	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_even_finiteSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_even_gammaSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_limit	NumStability.Algorithms.TestMatrices.Higham28Ginibre	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_odd_gammaSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_one	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_shift_two	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	public	True	False	True
NumStability.realGinibreExpectedCountClosedForm_two	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	True	False	True
NumStability.realGinibreExpectedCountLimit_of_finiteExpectationFormula	NumStability.Algorithms.TestMatrices.Higham28Ginibre	public	True	False	True
NumStability.realGinibreExpectedCountLimit_of_shift	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	public	True	False	True
NumStability.realGinibreExpectedCountLimit_of_signedPairShift	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	public	True	False	True
NumStability.realGinibreFiniteExpectationFormula_of_shift	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	public	True	False	True
NumStability.realGinibreFiniteExpectationFormula_of_signedPairShift	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	public	True	False	True
NumStability.realGinibreParityIncrement_zero	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	True	False	True
NumStability.realGinibre_hypergeometric_one	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	public	True	False	True
NumStability.realGinibre_hypergeometric_shift_two	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	public	True	False	True
NumStability.realGinibre_hypergeometric_tendsto_one	NumStability.Algorithms.TestMatrices.Higham28Ginibre	public	True	False	True
NumStability.realGinibre_hypergeometric_two	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	True	False	True
NumStability.rotatedSignedPascal_cube	NumStability.Algorithms.TestMatrices.Higham28Pascal	public	True	False	True
NumStability.rotatedSignedPascal_square_apply	NumStability.Algorithms.TestMatrices.Higham28Pascal	public	True	False	True
NumStability.secondDifferenceConditionAsymptotic_proved	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	public	True	False	True
NumStability.secondDifferenceConditionTwo_eq_closedForm	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	public	True	False	True
NumStability.secondDifferenceInverse_scaled_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	public	True	False	True
NumStability.signedPairShift_of_kernelTransfer	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	public	True	False	True
NumStability.singleHouseholder_randsvd_correction_rank_le_two	NumStability.Algorithms.TestMatrices.Higham28Stewart	public	True	False	True
NumStability.singleHouseholder_randsvd_eq_diagonal_add_rankTwo	NumStability.Algorithms.TestMatrices.Higham28Stewart	public	True	False	True
NumStability.sum_ginibreIncidenceRankImage_pairPrefix_eq_alternatingPairCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	public	True	False	True
NumStability.sum_ginibreIncidenceRankImage_sign_eq_alternatingCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	public	True	False	True
NumStability.sum_ginibreIncidenceRankPieceBelow_image_sign_eq_alternatingCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	public	True	False	True
NumStability.sum_lintegral_ginibreRankImages_eq_fiberMultiplicity	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	public	True	False	True
NumStability.summable_ginibreHypergeometricTerm	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	public	True	False	True
NumStability.symmetricToeplitz_orthogonal_diagonalization	NumStability.Algorithms.TestMatrices.Higham28Contracts	public	True	False	True
NumStability.symmetricToeplitz_scaled_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28Contracts	public	True	False	True
NumStability.symmetricToeplitz_sine_eigenpair	NumStability.Algorithms.TestMatrices.Higham28Contracts	public	True	False	True
NumStability.toeplitzSineVector_ne_zero	NumStability.Algorithms.TestMatrices.Higham28Contracts	public	True	False	True
NumStability.tridiagonalToeplitz_p522_charpoly_of_product_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	public	True	False	True
NumStability.tridiagonalToeplitz_p522_roots_charpoly_of_product_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	public	True	False	True
NumStability.tridiagonalToeplitz_p522_unrestricted_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	public	True	False	True
NumStability.tridiagonalToeplitz_p522_unrestricted_eigenvalue	NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	public	True	False	True
NumStability.tridiagonalToeplitz_p522_unrestricted_roots_charpoly	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	public	True	False	True
NumStability.volume_preserving_ginibreCoordinateReorder	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	public	True	True	True
NumStability.volume_preserving_ginibreCoordinatesFinMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	public	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companionCyclicSeed	NumStability.Algorithms.TestMatrices.Higham28Companion	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companion_transpose_minpoly_natDegree_ge	NumStability.Algorithms.TestMatrices.Higham28Companion	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Companion.0.NumStability.companion_transpose_pow_seed_succ	NumStability.Algorithms.TestMatrices.Higham28Companion	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_gram	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_smul	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionCoefficientMoment_truncated	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionExceptionalCore	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionExceptionalCore_charpoly	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionGramFormula_mulVec_apply	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionGram_sub_one_eq_rankTwo	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionLastBasis	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionLastBasis_mul_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoLeft	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoLeft_mul_right	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionRankTwoRight	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients_last	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients_norm_sq_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companionReverseCoefficients_star_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_alpha_sub_two_le_exceptional_sqrt	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_norm_sq_complex	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_normal_higher_a0_unit	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_normal_higher_coeff_vanish	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_normal_higher_last_coeff_vanish	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.companion_two_sub_alpha_le_exceptional_sqrt	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.fin_add_one_lt_iff_ne_last	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.matrix_rank_add_le	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.matrix_sub_scalar_neg_one_eq_one_add	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.one_add_companionRankTwoRight_mul_left	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral.0.NumStability.sum_mul_companionLastBasis	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.companionMatrix_sub_scalar_rank_ge_succ	NumStability.Algorithms.TestMatrices.Higham28Contracts	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.companion_transpose_pow_seed_nat	NumStability.Algorithms.TestMatrices.Higham28Contracts	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.companion_transpose_reverseBasis_step	NumStability.Algorithms.TestMatrices.Higham28Contracts	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.scaledSineColumn_eq	NumStability.Algorithms.TestMatrices.Higham28Contracts	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.sin_neighbor_identity	NumStability.Algorithms.TestMatrices.Higham28Contracts	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.toeplitzSineVector_angle	NumStability.Algorithms.TestMatrices.Higham28Contracts	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Contracts.0.NumStability.toeplitz_sine_boundary	NumStability.Algorithms.TestMatrices.Higham28Contracts	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.det_gsColumnsToMatrix_ne_zero_of_linearIndependent	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.measurableSet_linearIndependent_fin_cons	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.measurable_modifiedGramSchmidtVectors_apply	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar.0.NumStability.span_range_ne_top_of_linearIndependent_of_card_lt	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	NumStability.Algorithms.TestMatrices.Higham28Ginibre	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_one	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_six	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_three	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_twelve	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_two	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_zero	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct.0.NumStability.ginibreCharacteristicProductSigmaFiniteRow	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_filter_im_neg_eq_pos_of_map_conj	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs.0.NumStability.card_partition_by_im	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeStandardBorelCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.ginibreGaussianBridgeStandardBorelNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge.0.NumStability.matrixVolume_isAddHaarMeasure	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity.0.NumStability.ginibreJointDensityMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixMeasurableAdd	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixVolumeIsAddHaar	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMatrixVolumeSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceNuisanceCore	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberMeasureSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreMeasurableAdd	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeIsAddHaar	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceCoreVolumeSigmaFinite	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberNuisanceVolumeIsAddHaar	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberStandardBorelCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber.0.NumStability.ginibreOrthogonalFiberStandardBorelNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart.0.NumStability.ginibrePlaneRectangularModule	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester.0.NumStability.ginibrePlaneSylvesterMeasurableSpace	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.euclideanVolume_unitBall_real	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.ginibreProjectiveConstant	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.integral_Ioi_betaKernel	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.integral_betaKernel	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.integral_ginibreProjectiveWeight_raw	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_betaKernel	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_hasDerivWithin	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_image_Ioo	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.mobius_injOn	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral.0.NumStability.sqrtPi_pow_succ	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	private	True	True	True
_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRoots.0.NumStability.card_filter_le_card_filter_of_imp	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	private	True	True	True
