declaration	kind	visibility	owner_module	destination_code	destination_module	tier	pinned_by_private_closure	demoted	review_batch
NumStability.Ch15.eq15_4_counterexample_y	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_counterexample_y_norm	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_counterexample_z	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_literal_counterexample	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_normalize2_one	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eq15_4_normalize2_two	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Equation04/NormalizedDualDiscrepancy	NumStability.Source.Higham.Chapter15.Equation04.NormalizedDualDiscrepancy.Basic	source	no	no	pnorm-main
NumStability.Ch15.eventually_norm_pow_le_of_spectralRadius_lt	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocalStability	reusable	no	no	boyd-domains
NumStability.Ch15.exists_boydCarrier_maximizing_fixedPoint	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.BoydInterface	source	no	yes	boyd-bridges
NumStability.Ch15.exists_boydCarrier_positive_opP_fixedPoint	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.BoydInterface	source	no	yes	boyd-bridges
NumStability.Ch15.exists_isLocalContractionTo_iterate_of_hasFDerivAt_pow_norm_lt	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocalStability	reusable	no	no	boyd-domains
NumStability.Ch15.exists_isLocalContractionTo_of_hasFDerivAt_norm_lt	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.exists_local_powerAdaptedSeminormContraction	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocalStability	reusable	no	no	boyd-domains
NumStability.Ch15.exists_nonincreasing_step_of_fin_labels	theorem	public	NumStability.Algorithms.HighamChapter15ConvergenceProse	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	reusable	no	no	boyd-bridges
NumStability.Ch15.exists_pos_coord_of_mem_boydCarrier	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.exists_pos_in_column_of_rectGram_irreducible	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.exists_pos_norm_pow_le_of_spectralRadius_lt	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocalStability	reusable	no	no	boyd-domains
NumStability.Ch15.exists_pos_power_bound_of_equivalent_contraction	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.exists_realLpNormer	theorem	public	NumStability.Algorithms.PNormPowerMethodGeneralP	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.PNormGeneral	reusable	no	no	pnorm-gen-rect
NumStability.Ch15.exists_subsequence_in_powerAdapted_ball	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.fderiv_boydRectInnerNormalMap_apply_of_rowwise	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.fderiv_boydRectNormalMap_apply_of_rowwise	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/RowwiseDomain	NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	reusable	no	no	boyd-domains
NumStability.Ch15.fderiv_realLpGradient_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.fderiv_realLpGradient_apply_of_two_le	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceDomain	R:PNorm/Boyd/Differentiation	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydDomain	reusable	no	no	boyd-domains
NumStability.Ch15.gammaSeq_one_le_oneNorm	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Algorithm01/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Algorithm01.PNormPowerMethod.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.gammaSeq_one_mono	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Algorithm01/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Algorithm01.PNormPowerMethod.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.gammaSeq_one_succ_eq_column	theorem	public	NumStability.Algorithms.HighamChapter15ConvergenceProse	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	reusable	no	no	boyd-bridges
NumStability.Ch15.gammaSeq_two_le_opNorm2	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Algorithm01/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Algorithm01.PNormPowerMethod.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.gammaSeq_two_mono	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Algorithm01/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Algorithm01.PNormPowerMethod.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.gram_inv_of_isInverse	theorem	public	NumStability.Algorithms.Ch15CondEstimators	R:TwoNorm/Dixon/Algebra	NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.Algebra.CondEstimators	reusable	no	no	onenorm-core
NumStability.Ch15.hasDerivAt_abs_rpow_sub_two_mul_self	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	reusable	no	no	boyd-domains
NumStability.Ch15.hasDerivAt_abs_rpow_sub_two_mul_self_of_two_le	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceDomain	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydDomain	reusable	no	no	boyd-domains
NumStability.Ch15.higham15TransientNilpotent	definition	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	S:Section02/Boyd/Corrections	NumStability.Source.Higham.Chapter15.Section02.Boyd.Corrections.BoydLocalStability	source	no	no	boyd-domains
NumStability.Ch15.higham15TransientNilpotent_apply	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	S:Section02/Boyd/Corrections	NumStability.Source.Higham.Chapter15.Section02.Boyd.Corrections.BoydLocalStability	source	no	no	boyd-domains
NumStability.Ch15.higham15TransientNilpotent_norm_ge_two	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	S:Section02/Boyd/Corrections	NumStability.Source.Higham.Chapter15.Section02.Boyd.Corrections.BoydLocalStability	source	no	no	boyd-domains
NumStability.Ch15.higham15TransientNilpotent_sq	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	S:Section02/Boyd/Corrections	NumStability.Source.Higham.Chapter15.Section02.Boyd.Corrections.BoydLocalStability	source	no	no	boyd-domains
NumStability.Ch15.higham15_boyd_concrete_linear_of_strongLocalMaximum_subsequentialLimit	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	S:Section02/Boyd/LocalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.BoydConcrete	source	no	no	boyd-scalar
NumStability.Ch15.higham15_boyd_global_of_compact_unique_optimal_fixed	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Section02/Boyd/GlobalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.GlobalConvergence.BoydInterface	source	no	no	boyd-bridges
NumStability.Ch15.higham15_boyd_global_of_nonnegative_irreducibleGram	theorem	public	NumStability.Algorithms.HighamChapter15BoydUniqueness	S:Section02/Boyd/GlobalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.GlobalConvergence.BoydUniqueness	source	no	no	boyd-scalar
NumStability.Ch15.higham15_boyd_global_of_nonnegative_irreducibleGram_all_dimensions	theorem	public	NumStability.Algorithms.HighamChapter15BoydScalar	RETAIN	NumStability.Algorithms.HighamChapter15BoydScalar	historical	yes	no	boyd-scalar
NumStability.Ch15.higham15_boyd_global_scalar	theorem	public	NumStability.Algorithms.HighamChapter15BoydScalar	RETAIN	NumStability.Algorithms.HighamChapter15BoydScalar	historical	yes	no	boyd-scalar
NumStability.Ch15.higham15_boyd_local_corrected_of_actual_derivative_power_stable	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceLocal	S:Section02/Boyd/LocalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.BoydLocal	source	no	no	boyd-domains
NumStability.Ch15.higham15_boyd_local_linear_of_fderiv_norm_lt	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Section02/Boyd/LocalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.BoydInterface	source	no	no	boyd-bridges
NumStability.Ch15.higham15_boyd_local_linear_of_fderiv_power_stable	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	S:Section02/Boyd/LocalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.BoydLocalStability	source	no	no	boyd-domains
NumStability.Ch15.higham15_boyd_local_linear_of_local_contraction	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Section02/Boyd/LocalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.BoydInterface	source	no	no	boyd-bridges
NumStability.Ch15.higham15_boyd_local_linear_subsequence_of_fderiv_pow_norm_lt	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	S:Section02/Boyd/LocalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.BoydLocalStability	source	no	no	boyd-domains
NumStability.Ch15.higham15_boyd_normalized_positive_orbit	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	S:Section02/Boyd/GlobalConvergence	NumStability.Source.Higham.Chapter15.Section02.Boyd.GlobalConvergence.BoydInterface	source	no	no	boyd-bridges
NumStability.Ch15.higham15_boyd_source_linear_of_strongLocalMaximum_subsequentialLimit	theorem	public	NumStability.Algorithms.HighamChapter15BoydSourceClosure	RETAIN	NumStability.Algorithms.HighamChapter15BoydSourceClosure	historical	yes	no	boyd-bridges
NumStability.Ch15.higham15_power_stable_not_default_norm_contraction_witness	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	S:Section02/Boyd/Corrections	NumStability.Source.Higham.Chapter15.Section02.Boyd.Corrections.BoydLocalStability	source	no	no	boyd-domains
NumStability.Ch15.holderConjugate_two_le_right_of_left_le_two	theorem	public	NumStability.Algorithms.HighamChapter15BoydRowwiseDomain	R:PNorm/Boyd/Scalar	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydRowwise	reusable	no	no	boyd-domains
NumStability.Ch15.holder_inf	theorem	public	NumStability.Algorithms.HighamChapter15ConvergenceProse	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	reusable	no	no	boyd-bridges
NumStability.Ch15.holder_one	theorem	public	NumStability.Algorithms.PNormPowerMethod	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.holder_two	theorem	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.infNormVec_eq_one_of_plusMinusOne	theorem	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.infRowValue	definition	public	NumStability.Algorithms.HighamChapter15ConvergenceProse	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	reusable	no	no	boyd-bridges
NumStability.Ch15.inner_boydEuclideanFullDerivative	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.inner_boydWeightScale_eq_weightedPair	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.isClosed_boydNonnegativeUnitCarrier	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.isCompact_boydNonnegativeUnitCarrier	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/Carrier	NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.iterate_dist_le_geometric_of_isLocalContractionTo	theorem	public	NumStability.Algorithms.HighamChapter15BoydBridges	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydInterface	reusable	no	no	boyd-bridges
NumStability.Ch15.iterate_seminorm_le_geometric_of_localSeminormContraction	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocalStability	reusable	no	no	boyd-domains
NumStability.Ch15.lemma152_one	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.lemma152_two	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.lemma152b_strict	theorem	public	NumStability.Algorithms.PNormPowerMethod	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormPowerMethod	source	no	no	pnorm-main
NumStability.Ch15.linpackD	definition	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.linpackD_isPlusMinusOne	theorem	public	NumStability.Algorithms.Ch15CondEstimators	RETAIN	NumStability.Algorithms.Ch15CondEstimators	historical	yes	no	onenorm-core
NumStability.Ch15.linpackPartial	definition	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.linpackSign	definition	public	NumStability.Algorithms.Ch15CondEstimators	S:Algorithm05/LINPACKConditionEstimator	NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.Basic	source	no	no	onenorm-core
NumStability.Ch15.linpackSign_plusMinusOne	theorem	public	NumStability.Algorithms.Ch15CondEstimators	S:Algorithm05/LINPACKConditionEstimator	NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.Basic	source	no	no	onenorm-core
NumStability.Ch15.linpackY	definition	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.linpackYSteps	definition	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.linpackY_infNorm_le_infNorm_inv	theorem	public	NumStability.Algorithms.Ch15CondEstimators	RETAIN	NumStability.Algorithms.Ch15CondEstimators	historical	yes	no	onenorm-core
NumStability.Ch15.linpackY_infNorm_le_infNorm_inv_nonsingular	theorem	public	NumStability.Algorithms.Ch15CondEstimators	RETAIN	NumStability.Algorithms.Ch15CondEstimators	historical	yes	no	onenorm-core
NumStability.Ch15.linpackY_solves	theorem	public	NumStability.Algorithms.Ch15CondEstimators	S:Algorithm05/LINPACKConditionEstimator	NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.Basic	source	no	no	onenorm-core
NumStability.Ch15.linpack_estimate_le_infNorm_inv	theorem	public	NumStability.Algorithms.Ch15CondEstimators	R:OneNorm/LINPACK	NumStability.Algorithms.NormEstimation.OneNorm.LINPACK.Basic	reusable	no	no	onenorm-core
NumStability.Ch15.mem_boydConcreteTangent	theorem	public	NumStability.Algorithms.HighamChapter15BoydConcreteLemma3	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	reusable	no	no	boyd-scalar
NumStability.Ch15.norm_le_powerAdaptedSeminorm	theorem	public	NumStability.Algorithms.HighamChapter15BoydLocalStability	R:PNorm/Boyd/LocalStability	NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocalStability	reusable	no	no	boyd-domains
NumStability.Ch15.normalize2	definition	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.normalize2_attains	theorem	public	NumStability.Algorithms.PNormPowerMethod	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.PNormPowerMethod	reusable	no	no	pnorm-main
NumStability.Ch15.normalize2_eq_self_of_unit	theorem	public	NumStability.Algorithms.HighamChapter15ConvergenceProse	R:PNorm/Duality	NumStability.Algorithms.NormEstimation.PNorm.Duality.ConvergenceStatements	reusable	no	no	boyd-bridges
