module	role	import_order	lean_import_line	provenance
NumStability.Analysis.MatrixPowersHenrici	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.DepartureFromNormality	c0005_direct
NumStability.Analysis.MatrixPowersHenriciNormal	compatibility	1	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalMatrices	c0005_direct
NumStability.Analysis.MatrixPowersHenriciNormal	compatibility	2	import NumStability.Analysis.MatrixPowersHenrici	c0005_direct
NumStability.Analysis.MatrixPowersHenriciNormal	compatibility	3	import NumStability.Analysis.MatrixPowersSchur	c0005_direct
NumStability.Analysis.MatrixPowersHenriciNormal	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	produced_destination
NumStability.Analysis.MatrixPowersKreiss	compatibility	1	import Mathlib.Analysis.Complex.Exponential	c0005_direct
NumStability.Analysis.MatrixPowersKreiss	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.Kreiss.ResolventBound	c0005_direct
NumStability.Analysis.MatrixPowersKreiss	compatibility	3	import NumStability.Analysis.PseudospectralPowerBound	c0005_direct
NumStability.Analysis.MatrixPowersKreiss	compatibility	4	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.Kreiss	c0005_direct
NumStability.Analysis.MatrixPowersKreissSpijker	compatibility	1	import Mathlib.MeasureTheory.Integral.IntervalIntegral.IntegrationByParts	c0005_direct
NumStability.Analysis.MatrixPowersKreissSpijker	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.KreissBridge	c0005_direct
NumStability.Analysis.MatrixPowersKreissSpijker	compatibility	3	import NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	c0005_direct
NumStability.Analysis.MatrixPowersKreissSpijker	compatibility	4	import NumStability.Analysis.MatrixPowersKreiss	c0005_direct
NumStability.Analysis.MatrixPowersKreissSpijker	compatibility	5	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreiss	c0005_direct
NumStability.Analysis.MatrixPowersLaszlo	compatibility	1	import NumStability.Analysis.HenriciExtremal	c0005_direct
NumStability.Analysis.MatrixPowersLaszlo	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.Laszlo.NearestNormal	c0005_direct
NumStability.Analysis.MatrixPowersLaszlo	compatibility	3	import NumStability.Analysis.MatrixPowersHenriciNormal	c0005_direct
NumStability.Analysis.MatrixPowersLaszlo	compatibility	4	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.Laszlo	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	1	import Mathlib.Data.Real.Basic	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	2	import Mathlib.Tactic.Linarith	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	3	import Mathlib.Tactic.Ring	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	4	import NumStability.Algorithms.MatrixPowersJordan	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	5	import NumStability.Algorithms.MatrixPowersLp	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	6	import NumStability.Algorithms.MatrixPowersLpJordan	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	7	import NumStability.Analysis.MatrixNorms.Lp	c0005_direct
NumStability.Analysis.MatrixPowersLp185Primary	compatibility	8	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.Equations04And05.Equation05Primary	c0005_direct
NumStability.Analysis.MatrixPowersSchur	compatibility	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.MatrixPowersSchur	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Schur	c0005_direct
NumStability.Analysis.MatrixPowersSchur	compatibility	3	import NumStability.Analysis.LinearOperators.Schur.Complex.Triangulation	c0005_direct
NumStability.Analysis.MatrixPowersSchur	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.NormalMatrices.Powers	produced_destination
NumStability.Analysis.MatrixPowersSchur	compatibility	5	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.NormalCharacterization.Schur	produced_destination
NumStability.Analysis.MatrixPowersSchur	compatibility	6	import NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular.Diagonal	produced_destination
NumStability.Analysis.MatrixPowersSpijkerClosure	compatibility	1	import NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerClosure	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.FiniteDimensionalPowerBounds.Kreiss	produced_destination
NumStability.Analysis.MatrixPowersSpijkerClosure	compatibility	3	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination
NumStability.Analysis.MatrixPowersSpijkerPlanar	compatibility	1	import Mathlib.Algebra.Polynomial.Reverse	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanar	compatibility	2	import Mathlib.Algebra.Polynomial.Roots	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanar	compatibility	3	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarAlgebra	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanar	compatibility	4	import NumStability.Analysis.MatrixPowersSpijkerRational	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanar	compatibility	5	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	compatibility	1	import Mathlib.MeasureTheory.Integral.IntervalIntegral.DerivIntegrable	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	compatibility	2	import Mathlib.MeasureTheory.Integral.Prod	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	compatibility	3	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarAnalysis	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	compatibility	4	import NumStability.Analysis.MatrixPowersSpijkerPlanar	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	compatibility	5	import NumStability.Analysis.SpijkerProjectionIntegral	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	compatibility	6	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination
NumStability.Analysis.MatrixPowersSpijkerRational	compatibility	1	import Mathlib.LinearAlgebra.Matrix.Charpoly.Basic	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerRational	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.Rational	c0005_direct
NumStability.Analysis.MatrixPowersSpijkerRational	compatibility	3	import NumStability.Analysis.MatrixPowersKreissSpijker	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	1	import Mathlib.Algebra.DirectSum.Module	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	2	import Mathlib.Algebra.Module.PID	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	3	import Mathlib.Algebra.Polynomial.Module.AEval	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	4	import Mathlib.Data.Fin.Rev	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	5	import Mathlib.LinearAlgebra.StdBasis	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	6	import Mathlib.RingTheory.AdjoinRoot	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	7	import NumStability.Analysis.JordanNormalForm	c0005_direct
NumStability.Analysis.NilpotentJordanChain	compatibility	8	import NumStability.Analysis.LinearOperators.Jordan.NormalForm.NilpotentChains	c0005_direct
NumStability.Analysis.NumericalRadius	compatibility	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.NumericalRadius	compatibility	2	import Mathlib.Analysis.InnerProductSpace.LinearMap	c0005_direct
NumStability.Analysis.NumericalRadius	compatibility	3	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct
NumStability.Analysis.NumericalRadius	compatibility	4	import NumStability.Analysis.LinearOperators.NumericalRadius.Core.Basic	c0005_direct
NumStability.Analysis.OperatorLog	compatibility	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.OperatorLog	compatibility	2	import Mathlib.Analysis.CStarAlgebra.Classes	c0005_direct
NumStability.Analysis.OperatorLog	compatibility	3	import Mathlib.Analysis.SpecialFunctions.ContinuousFunctionalCalculus.ExpLog.Order	c0005_direct
NumStability.Analysis.OperatorLog	compatibility	4	import Mathlib.Topology.Instances.Matrix	c0005_direct
NumStability.Analysis.OperatorLog	compatibility	5	import NumStability.Analysis.CStarMatrixBridge	c0005_direct
NumStability.Analysis.OperatorLog	compatibility	6	import NumStability.Analysis.FunctionalCalculus.OperatorLog.Monotonicity	c0005_direct
NumStability.Analysis.PseudospectralLowerBound	compatibility	1	import NumStability.Algorithms.MatrixPowersPseudospectralCriterion	c0005_direct
NumStability.Analysis.PseudospectralLowerBound	compatibility	2	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.LowerBounds	c0005_direct
NumStability.Analysis.PseudospectralLowerBound	compatibility	3	import NumStability.Analysis.SingularValues.Basic	c0005_direct
NumStability.Analysis.PseudospectralPowerBound	compatibility	1	import NumStability.Analysis.DunfordResidue	c0005_direct
NumStability.Analysis.PseudospectralPowerBound	compatibility	2	import NumStability.Analysis.LinearOperators.Pseudospectra.PowerBounds.Contour	c0005_direct
NumStability.Analysis.PseudospectralPowerBound	compatibility	3	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Equations08To14.PowerBound	c0005_direct
NumStability.Analysis.PseudospectralResolvent	compatibility	1	import Mathlib.Analysis.Normed.Algebra.Spectrum	c0005_direct
NumStability.Analysis.PseudospectralResolvent	compatibility	2	import Mathlib.Analysis.SpecificLimits.Normed	c0005_direct
NumStability.Analysis.PseudospectralResolvent	compatibility	3	import NumStability.Algorithms.MatrixPowersPseudospectralCriterion	c0005_direct
NumStability.Analysis.PseudospectralResolvent	compatibility	4	import NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.LowerBounds	c0005_direct
NumStability.Analysis.ResolventFunctionalCalculus	compatibility	1	import Mathlib.Analysis.Calculus.FDeriv.Mul	c0005_direct
NumStability.Analysis.ResolventFunctionalCalculus	compatibility	2	import Mathlib.Analysis.Complex.CauchyIntegral	c0005_direct
NumStability.Analysis.ResolventFunctionalCalculus	compatibility	3	import Mathlib.Analysis.Normed.Algebra.GelfandFormula	c0005_direct
NumStability.Analysis.ResolventFunctionalCalculus	compatibility	4	import NumStability.Analysis.FunctionalCalculus.Resolvent.Analyticity	c0005_direct
NumStability.Analysis.ResolventFunctionalCalculus	compatibility	5	import NumStability.Analysis.PseudospectralResolvent	c0005_direct
NumStability.Analysis.SpijkerProjectionIntegral	compatibility	1	import Mathlib.Analysis.SpecialFunctions.Complex.Arg	c0005_direct
NumStability.Analysis.SpijkerProjectionIntegral	compatibility	2	import Mathlib.Analysis.SpecialFunctions.Integrals.Basic	c0005_direct
NumStability.Analysis.SpijkerProjectionIntegral	compatibility	3	import Mathlib.MeasureTheory.Integral.IntervalIntegral.Periodic	c0005_direct
NumStability.Analysis.SpijkerProjectionIntegral	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ProjectionIntegral	c0005_direct
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional	aggregate	1	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	2	import Mathlib.Algebra.BigOperators.Ring.Finset	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	3	import Mathlib.Algebra.Order.BigOperators.Group.Finset	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	4	import Mathlib.Algebra.Polynomial.Reverse	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	5	import Mathlib.Algebra.Polynomial.Roots	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	6	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	7	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	8	import Mathlib.Analysis.Calculus.FDeriv.Mul	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	9	import Mathlib.Analysis.Complex.CauchyIntegral	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	10	import Mathlib.Analysis.Complex.Exponential	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	11	import Mathlib.Analysis.Complex.ExponentialBounds	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	12	import Mathlib.Analysis.Matrix.Order	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	13	import Mathlib.Analysis.Normed.Algebra.GelfandFormula	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	14	import Mathlib.Analysis.Normed.Algebra.Spectrum	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	15	import Mathlib.Analysis.SpecialFunctions.Complex.Arg	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	16	import Mathlib.Analysis.SpecialFunctions.Integrals.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	17	import Mathlib.Analysis.SpecialFunctions.Log.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	18	import Mathlib.Analysis.SpecificLimits.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	19	import Mathlib.Analysis.SpecificLimits.Normed	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	20	import Mathlib.Data.Fintype.BigOperators	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	21	import Mathlib.Data.Matrix.Block	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	22	import Mathlib.Data.Real.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	23	import Mathlib.LinearAlgebra.Matrix.Charpoly.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	24	import Mathlib.MeasureTheory.Integral.CircleIntegral	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	25	import Mathlib.MeasureTheory.Integral.IntervalIntegral.DerivIntegrable	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	26	import Mathlib.MeasureTheory.Integral.IntervalIntegral.IntegrationByParts	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	27	import Mathlib.MeasureTheory.Integral.IntervalIntegral.Periodic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	28	import Mathlib.MeasureTheory.Integral.Prod	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	29	import Mathlib.Tactic.FieldSimp	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	30	import Mathlib.Tactic.Linarith	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	31	import Mathlib.Tactic.Ring	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	32	import NumStability.Algorithms.MatVec	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	33	import NumStability.Algorithms.MatrixPowers.ComputedIteration.Model	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	34	import NumStability.Algorithms.PolynomialEvaluation.MatrixNorms	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	35	import NumStability.Analysis.Conditioning.DistanceToSingularity	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	36	import NumStability.Analysis.FunctionalCalculus.Resolvent.Analyticity	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	37	import NumStability.Analysis.FunctionalCalculus.Resolvent.DunfordResidue	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	38	import NumStability.Analysis.LinearOperators.MatrixPowers.BaiDemmelGu.DistanceToInstability	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	39	import NumStability.Analysis.LinearOperators.MatrixPowers.BaiDemmelGu.StabilityRadius	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	40	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Complex	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	41	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Real	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	42	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.Complex	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	43	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealDiagonal	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	44	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealJordan	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	45	import NumStability.Analysis.LinearOperators.MatrixPowers.Kreiss.ResolventBound	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	46	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarAlgebra	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	47	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarAnalysis	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	48	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	route_dag
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	49	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ProjectionIntegral	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	50	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.Rational	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	51	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.ConvergenceCriterion	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	52	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.Definitions	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	53	import NumStability.Analysis.LinearOperators.Pseudospectra.PowerBounds.Contour	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	54	import NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.LowerBounds	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	55	import NumStability.Analysis.MatrixAlgebra	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	56	import NumStability.Analysis.MatrixNorms.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	57	import NumStability.Analysis.MatrixNorms.SpectralRadius	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	58	import NumStability.Analysis.Rounding	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	59	import NumStability.Analysis.SingularValues.Basic	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	60	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.Equations04And05.RealDiagonal	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	61	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.Equations04And05.RealJordan	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	62	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.BaiDemmelGu	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	63	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.Kreiss	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	64	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreiss	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	65	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Equations08To14.ComplexSimilarity	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	66	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Equations08To14.ComputedIteration	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	67	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Equations08To14.PowerBound	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	68	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.ComplexJordan	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	69	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.PseudospectralCriterion	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	70	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.PseudospectralPackaging	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	71	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.RealCases	c0005_expanded
NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.SpijkerKreissUnconditional.Bounds	produced_destination	72	import NumStability.Source.Higham.Chapter18.Section02.FinitePrecisionPowers.Theorems01And02.RealJordan	c0005_expanded
