module	role	import_order	lean_import_line	provenance
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	54	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.Definitions	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	55	import NumStability.Analysis.LinearOperators.Pseudospectra.PowerBounds.Contour	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	56	import NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.LowerBounds	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	57	import NumStability.Analysis.MatrixAlgebra	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	58	import NumStability.Analysis.MatrixNorms.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	59	import NumStability.Analysis.MatrixNorms.SpectralRadius	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	60	import NumStability.Analysis.Rounding	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarArcLength.Variation	produced_destination	61	import NumStability.Analysis.SingularValues.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds	aggregate	1	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	2	import Mathlib.Algebra.BigOperators.Ring.Finset	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	3	import Mathlib.Algebra.Order.BigOperators.Group.Finset	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	4	import Mathlib.Algebra.Polynomial.Reverse	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	5	import Mathlib.Algebra.Polynomial.Roots	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	6	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	7	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	8	import Mathlib.Analysis.Calculus.FDeriv.Mul	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	9	import Mathlib.Analysis.Complex.CauchyIntegral	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	10	import Mathlib.Analysis.Complex.Exponential	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	11	import Mathlib.Analysis.Complex.ExponentialBounds	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	12	import Mathlib.Analysis.Matrix.Order	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	13	import Mathlib.Analysis.Normed.Algebra.GelfandFormula	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	14	import Mathlib.Analysis.Normed.Algebra.Spectrum	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	15	import Mathlib.Analysis.SpecialFunctions.Log.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	16	import Mathlib.Analysis.SpecificLimits.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	17	import Mathlib.Analysis.SpecificLimits.Normed	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	18	import Mathlib.Data.Fintype.BigOperators	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	19	import Mathlib.Data.Matrix.Block	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	20	import Mathlib.Data.Real.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	21	import Mathlib.LinearAlgebra.Matrix.Charpoly.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	22	import Mathlib.MeasureTheory.Integral.CircleIntegral	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	23	import Mathlib.MeasureTheory.Integral.IntervalIntegral.IntegrationByParts	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	24	import Mathlib.Tactic.FieldSimp	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	25	import Mathlib.Tactic.Linarith	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	26	import Mathlib.Tactic.Ring	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	27	import NumStability.Algorithms.MatVec	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	28	import NumStability.Algorithms.MatrixPowers.ComputedIteration.Model	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	29	import NumStability.Algorithms.PolynomialEvaluation.MatrixNorms	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	30	import NumStability.Analysis.Conditioning.DistanceToSingularity	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	31	import NumStability.Analysis.FunctionalCalculus.Resolvent.Analyticity	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	32	import NumStability.Analysis.FunctionalCalculus.Resolvent.DunfordResidue	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	33	import NumStability.Analysis.LinearOperators.MatrixPowers.BaiDemmelGu.DistanceToInstability	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	34	import NumStability.Analysis.LinearOperators.MatrixPowers.BaiDemmelGu.StabilityRadius	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	35	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Complex	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	36	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Real	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	37	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.Complex	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	38	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealDiagonal	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	39	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealJordan	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	40	import NumStability.Analysis.LinearOperators.MatrixPowers.Kreiss.ResolventBound	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	41	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarAlgebra	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	42	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.Rational	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	43	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.ConvergenceCriterion	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	44	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.Definitions	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	45	import NumStability.Analysis.LinearOperators.Pseudospectra.PowerBounds.Contour	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	46	import NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.LowerBounds	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	47	import NumStability.Analysis.MatrixAlgebra	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	48	import NumStability.Analysis.MatrixNorms.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	49	import NumStability.Analysis.MatrixNorms.SpectralRadius	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	50	import NumStability.Analysis.Rounding	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.PlanarCrossingBounds.Polynomial	produced_destination	51	import NumStability.Analysis.SingularValues.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients	aggregate	1	import NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	2	import Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	3	import Mathlib.Analysis.Matrix.Order	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	4	import Mathlib.Data.Matrix.Block	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	5	import Mathlib.MeasureTheory.Integral.IntervalIntegral.IntegrationByParts	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	6	import NumStability.Analysis.CStarMatrices.FiniteMatrixAlgebra.FiniteDimensional	route_dag
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	7	import NumStability.Analysis.FunctionalCalculus.Resolvent.Analyticity	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	8	import NumStability.Analysis.LinearOperators.MatrixPowers.BaiDemmelGu.DistanceToInstability	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	9	import NumStability.Analysis.LinearOperators.MatrixPowers.Kreiss.ResolventBound	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	10	import NumStability.Analysis.MatrixAlgebra	c0005_expanded
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	11	import NumStability.Analysis.MatrixNorms.Basic	c0005_direct
NumStability.Analysis.LinearOperators.MatrixPowers.Spijker.ResolventCoefficients.Analytic	produced_destination	12	import NumStability.Analysis.SingularValues.Basic	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality	aggregate	1	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality	aggregate	2	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	1	import Mathlib.Algebra.BigOperators.Intervals	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	2	import Mathlib.Algebra.Field.GeomSum	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	3	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	4	import Mathlib.Analysis.Complex.Polynomial.Basic	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	5	import Mathlib.Analysis.InnerProductSpace.LinearMap	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	6	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	7	import Mathlib.Analysis.SpecialFunctions.Complex.Circle	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	8	import Mathlib.Data.Real.Pointwise	c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	9	import Mathlib.FieldTheory.IsAlgClosed.Basic	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	10	import Mathlib.RingTheory.RootsOfUnity.Complex	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	11	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.PowerTwo	c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.Powers	produced_destination	12	import NumStability.Analysis.LinearOperators.NumericalRadius.Core.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	2	import Mathlib.Analysis.Complex.Polynomial.Basic	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	3	import Mathlib.Analysis.InnerProductSpace.LinearMap	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	4	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	5	import Mathlib.Data.Real.Pointwise	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	6	import Mathlib.FieldTheory.IsAlgClosed.Basic	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	7	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.PowerTwo	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.GeneralPowerInequality.PowersOfTwo	produced_destination	8	import NumStability.Analysis.LinearOperators.NumericalRadius.Core.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Internal.HermitianEuclideanSpaceNotation	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Internal.HermitianEuclideanSpaceNotation	produced_destination	2	import Mathlib.Analysis.InnerProductSpace.LinearMap	c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Internal.HermitianEuclideanSpaceNotation	produced_destination	3	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct+c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Internal.HermitianEuclideanSpaceNotation	produced_destination	4	import Mathlib.Analysis.InnerProductSpace.Symmetric	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Internal.HermitianEuclideanSpaceNotation	produced_destination	5	import Mathlib.LinearAlgebra.Matrix.Hermitian	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Internal.HermitianEuclideanSpaceNotation	produced_destination	6	import NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Hermitian	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Berger.Internal.HermitianEuclideanSpaceNotation	produced_destination	7	import NumStability.Analysis.LinearOperators.NumericalRadius.Core.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.NumericalRadius.Core.Internal.EuclideanSpaceNotation	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Core.Internal.EuclideanSpaceNotation	produced_destination	2	import Mathlib.Analysis.InnerProductSpace.LinearMap	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Core.Internal.EuclideanSpaceNotation	produced_destination	3	import Mathlib.Analysis.InnerProductSpace.Rayleigh	c0005_direct
NumStability.Analysis.LinearOperators.NumericalRadius.Core.Internal.EuclideanSpaceNotation	produced_destination	4	import NumStability.Analysis.LinearOperators.NumericalRadius.Core.Basic	c0005_direct
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	1	import Mathlib.Algebra.BigOperators.Group.Finset.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	2	import Mathlib.Algebra.BigOperators.Ring.Finset	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	3	import Mathlib.Algebra.Order.BigOperators.Group.Finset	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	4	import Mathlib.Analysis.Complex.ExponentialBounds	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	5	import Mathlib.Analysis.Normed.Algebra.Spectrum	c0005_direct
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	6	import Mathlib.Analysis.SpecificLimits.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	7	import Mathlib.Analysis.SpecificLimits.Normed	c0005_direct
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	8	import Mathlib.Data.Fintype.BigOperators	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	9	import Mathlib.Data.Real.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	10	import Mathlib.Tactic.FieldSimp	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	11	import Mathlib.Tactic.Linarith	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	12	import Mathlib.Tactic.Ring	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	13	import NumStability.Algorithms.MatVec	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	14	import NumStability.Algorithms.MatrixPowers.ComputedIteration.Model	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	15	import NumStability.Algorithms.PolynomialEvaluation.MatrixNorms	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	16	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Complex	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	17	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Real	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	18	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.Complex	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	19	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealDiagonal	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	20	import NumStability.Analysis.LinearOperators.MatrixPowers.JordanScaling.RealJordan	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	21	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.ConvergenceCriterion	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	22	import NumStability.Analysis.LinearOperators.Pseudospectra.Perturbation.Definitions	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	23	import NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.LowerBounds	c0005_direct
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	24	import NumStability.Analysis.MatrixAlgebra	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	25	import NumStability.Analysis.MatrixNorms.Basic	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	26	import NumStability.Analysis.MatrixNorms.SpectralRadius	c0005_expanded
NumStability.Analysis.LinearOperators.Pseudospectra.Resolvent.Internal.ScalarNotation	produced_destination	27	import NumStability.Analysis.Rounding	c0005_expanded
NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular	aggregate	1	import NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular.Diagonal	produced_destination
NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular.Diagonal	produced_destination	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular.Diagonal	produced_destination	2	import NumStability.Analysis.LinearOperators.MatrixPowers.ExactNormBounds.Schur	c0005_direct
NumStability.Analysis.LinearOperators.Schur.Complex.NormalTriangular.Diagonal	produced_destination	3	import NumStability.Analysis.LinearOperators.Schur.Complex.Triangulation	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGu	compatibility	1	import Mathlib.Analysis.CStarAlgebra.CStarMatrix	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGu	compatibility	2	import Mathlib.Analysis.Complex.ExponentialBounds	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGu	compatibility	3	import Mathlib.Analysis.SpecialFunctions.Log.Basic	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGu	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.BaiDemmelGu.StabilityRadius	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGu	compatibility	5	import NumStability.Analysis.PseudospectralPowerBound	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGu	compatibility	6	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.BaiDemmelGu	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	compatibility	1	import NumStability.Analysis.Conditioning.DistanceToSingularity	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.BaiDemmelGu.DistanceToInstability	c0005_direct
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	compatibility	3	import NumStability.Analysis.MatrixPowersBaiDemmelGu	c0005_direct
NumStability.Analysis.MatrixPowersBinomialBound	compatibility	1	import Mathlib.Analysis.CStarAlgebra.Matrix	c0005_direct
NumStability.Analysis.MatrixPowersBinomialBound	compatibility	2	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.BinomialPowerBound	c0005_direct
NumStability.Analysis.MatrixPowersBinomialBound	compatibility	3	import NumStability.Analysis.MatrixPowersSchur	c0005_direct
NumStability.Analysis.MatrixPowersBinomialBound	compatibility	4	import NumStability.Analysis.LinearOperators.MatrixPowers.Henrici.SchurBinomialBounds.Estimates	produced_destination
NumStability.Analysis.MatrixPowersGautschi	compatibility	1	import NumStability.Algorithms.MatrixPowersComplex	c0005_direct
NumStability.Analysis.MatrixPowersGautschi	compatibility	2	import NumStability.Algorithms.MatrixPowersLpJordan	c0005_direct
NumStability.Analysis.MatrixPowersGautschi	compatibility	3	import NumStability.Analysis.LinearOperators.MatrixPowers.Gautschi.Bounds	c0005_direct
NumStability.Analysis.MatrixPowersGautschi	compatibility	4	import NumStability.Analysis.MatrixNorms.Comparisons	c0005_direct
NumStability.Analysis.MatrixPowersGautschi	compatibility	5	import NumStability.Source.Higham.Chapter18.Section01.MatrixPowerBounds.NamedBounds.Gautschi	c0005_direct
NumStability.Analysis.MatrixPowersHenrici	compatibility	1	import Mathlib.Data.Complex.Basic	c0005_direct
NumStability.Analysis.MatrixPowersHenrici	compatibility	2	import Mathlib.LinearAlgebra.Matrix.Charpoly.Basic	c0005_direct
NumStability.Analysis.MatrixPowersHenrici	compatibility	3	import Mathlib.LinearAlgebra.Matrix.Trace	c0005_direct
