path	old_import	old_occurrences	new_imports
NumStability/Source/Higham/Chapter12/OmegaDiscontinuity.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
NumStability/Source/Higham/Chapter12/Problem02.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
NumStability/Source/Higham/Chapter14/Section03/LUFactorInversion/MethodB/MethodsBC.lean	NumStability.Algorithms.LU.Doolittle	1	NumStability.Algorithms.LinearSystems.LU.Doolittle.Assembly.Core
NumStability/Source/Higham/Chapter14/Section03/LUFactorInversion/MethodC/MethodsBC.lean	NumStability.Algorithms.LU.Doolittle	1	NumStability.Algorithms.LinearSystems.LU.Doolittle.Assembly.Core
NumStability/Source/Higham/Chapter20/Equations.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
NumStability/Source/Higham/Chapter20/Theorem04/Refinement.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
NumStability/Source/Higham/Chapter22/Section03/ComplexConfluentRefinement.lean	NumStability.Algorithms.Horner	1	NumStability.Algorithms.PolynomialEvaluation.DerivativeEvaluation.ErrorBounds
NumStability/Source/Higham/Chapter22/Section03/ComplexConfluentRefinement.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
NumStability/Source/Higham/Chapter22/Section03/RealRefinement.lean	NumStability.Algorithms.Horner	1	NumStability.Algorithms.PolynomialEvaluation.DerivativeEvaluation.ErrorBounds
NumStability/Source/Higham/Chapter22/Section03/RealRefinement.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
NumStability/Source/Higham/Chapter26/IntervalArithmetic/DirectedRounding.lean	NumStability.Analysis.FloatingPointArithmetic	1	NumStability.Analysis.FloatingPointArithmetic.IeeeSpecialValueOperations.Results
NumStability/Source/Higham/Chapter27/SoftwareEnvironment.lean	NumStability.Analysis.FloatingPointArithmetic	1	NumStability.Analysis.FloatingPointArithmetic.IeeeSpecialValueOperations.Results
NumStability/Source/Higham/Chapter27/SoftwareEnvironment.lean	NumStability.Analysis.Problem2_24	1	NumStability.Source.Higham.Chapter02.Problem25.NonzeroEvaluation.IeeeFiniteSystems.Results
NumStability/Source/Higham/CrossChapter/LUSolverWeights/Doolittle.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
NumStability/Source/Higham/CrossChapter/LUSolverWeights/Factorization.lean	NumStability.Source.Higham.Chapter12.IterativeRefinement	1	NumStability.Source.Higham.Chapter12.IterativeRefinement.Results.Theorems
